C	daily			OV. COST	OP. COST	OP. COST	OP. COST	OP. COST	MRG. PRICE	MRG. PRICE	MRG. PRICE	MRG. PRICE	CO2 EMIS.	BALANCE	BALANCE	BALANCE	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	LOAD	LOAD	LOAD	H. ROR	H. ROR	H. ROR	H. ROR	WIND	WIND	WIND	WIND	SOLAR	SOLAR	SOLAR	SOLAR	NUCLEAR	NUCLEAR	NUCLEAR	NUCLEAR	LIGNITE	LIGNITE	LIGNITE	LIGNITE	COAL	COAL	COAL	COAL	GAS	GAS	GAS	GAS	OIL	OIL	OIL	OIL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MIX. FUEL	MISC. DTG	MISC. DTG	MISC. DTG	MISC. DTG	H. STOR	H. STOR	H. STOR	H. STOR	H. PUMP	H. PUMP	H. PUMP	H. PUMP	H. LEV	H. LEV	H. LEV	H. LEV	H. INFL	H. INFL	H. INFL	H. INFL	H. OVFL	H. OVFL	H. OVFL	H. OVFL	H. VAL	H. VAL	H. VAL	H. VAL	H. COST	H. COST	H. COST	H. COST	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	UNSP. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	SPIL. ENRG	LOLD	LOLD	LOLD	LOLD	LOLP	AVL DTG	AVL DTG	AVL DTG	AVL DTG	DTG MRG	DTG MRG	DTG MRG	DTG MRG	MAX MRG	MAX MRG	MAX MRG	MAX MRG	NP COST	NP COST	NP COST	NP COST	NODU	NODU	NODU	NODU
				Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Tons	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	%	%	%	%	MWh	MWh	MWh	MWh	%	%	%	%	Euro/MWh	Euro/MWh	Euro/MWh	Euro/MWh	Euro	Euro	Euro	Euro	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	Hours	Hours	Hours	Hours	%	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	Euro	Euro	Euro	Euro	 	 	 	 
	index	day	month	EXP	EXP	std	min	max	EXP	std	min	max	EXP	EXP	std	min	max	values	EXP	EXP	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	values	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max	EXP	std	min	max
	26	26	JAN	65511344	62820823	3231449	54706053	67226356	53.89	6.33	50.00	70.00	1497780	0	0	0	0	0	0	0	1723984	72625	1555454	1840424	112655	31919	59700	165672	0	0	0	0	0	0	0	0	0	0	0	0	954667	37142	888000	1008000	0	0	0	0	0	0	0	0	2730	5099	0	15933	583782	72403	388521	655727	0	0	0	0	70151	35866	22537	128805	0	0	0	0	56.44	6.88	45.09	69.89	48280	13679	25589	71003	0	0	0	0	39.00	2.84	30.96	40.00	2690521	1306285	901475	5152200	0	0	0	0	0	0	0	0	0	0	0	0	0	1952000	80796	1824000	2064000	410822	102204	287618	667479	410127	95159	279061	631377	0	0	0	0	1620	58	1523	1704
	27	27	JAN	60774728	58927494	3240154	52478074	63821700	51.11	3.14	50.00	60.00	1449602	0	0	0	0	0	0	0	1624115	71911	1483074	1765605	112655	31919	59700	165672	0	0	0	0	0	0	0	0	0	0	0	0	952000	37523	888000	1008000	0	0	0	0	0	0	0	0	339	959	0	3053	511607	72462	360761	588348	0	0	0	0	47514	33402	7692	102184	0	0	0	0	56.29	6.73	45.31	69.48	48280	13679	25589	71002	0	0	0	0	39.45	1.55	35.07	40.00	1847233	1259260	307661	4087370	0	0	0	0	0	0	0	0	0	0	0	0	0	1941333	71951	1824000	2040000	477387	101704	373828	695239	460390	87300	363355	660358	0	0	0	0	1608	51	1512	1680
	28	28	JAN	59418013	58241009	2793525	52815758	63463602	50.97	2.75	50.00	58.75	1441356	0	0	0	0	0	0	0	1592793	73751	1461937	1735404	112655	31919	59700	165672	0	0	0	0	0	0	0	0	0	0	0	0	952000	33941	888000	984000	0	0	0	0	0	0	0	0	369	1045	0	3325	497829	56345	367515	580472	0	0	0	0	29940	28173	6369	100387	0	0	0	0	56.38	6.67	45.68	69.17	48280	13679	25589	71003	0	0	0	0	39.79	0.60	38.10	40.00	1177004	1075795	254768	3830239	0	0	0	0	0	0	0	0	0	0	0	0	0	1930667	68922	1824000	2016000	480468	80066	365670	664485	472860	80763	359089	661704	0	0	0	0	1603	47	1509	1656
	29	29	JAN	61194497	59303027	2779025	56205745	66286080	51.11	3.14	50.00	60.00	1456168	0	0	0	0	0	0	0	1632152	60876	1552292	1744967	112654	31920	59700	165672	0	0	0	0	0	0	0	0	0	0	0	0	954667	35377	912000	1032000	0	0	0	0	0	0	0	0	416	1176	0	3741	517129	37769	476219	597336	0	0	0	0	47287	32513	0	114798	0	0	0	0	56.46	6.48	46.11	68.66	48280	13679	25589	71002	0	0	0	0	40.00	0	40.00	40.00	1891470	1300535	0	4591920	0	0	0	0	0	0	0	0	0	0	0	0	0	1944000	70654	1848000	2064000	471789	59198	384868	564061	466375	59031	384234	575370	0	0	0	0	1601	53	1512	1709
	30	30	JAN	65805833	63142666	2684732	59707750	68743140	54.58	5.74	50.00	63.75	1515965	0	0	0	0	0	0	0	1731901	58737	1650907	1841911	112654	31921	59700	165675	0	0	0	0	0	0	0	0	0	0	0	0	973333	39373	912000	1056000	0	0	0	0	0	0	0	0	3643	6354	0	16199	575692	31749	532851	633212	0	0	0	0	66579	34076	15793	124074	0	0	0	0	56.44	6.36	46.29	68.29	48280	13679	25589	71003	0	0	0	0	40.00	0	40.00	40.00	2663168	1363038	631720	4962960	0	0	0	0	0	0	0	0	0	0	0	0	0	1957333	59985	1848000	2040000	404666	55808	325771	482582	417616	73573	326322	560265	0	0	0	0	1627	52	1560	1721
	31	31	JAN	70861775	66079764	3431105	59789930	70709360	62.64	11.25	50.00	80.00	1546227	0	0	0	0	0	0	0	1832116	74751	1689080	1956759	112655	31923	59700	165684	0	0	0	0	0	0	0	0	0	0	0	0	973333	27968	912000	1008000	0	0	0	0	0	0	0	0	22808	22504	0	58867	603770	40510	528516	648000	0	0	0	0	119550	34908	88245	174373	0	0	0	0	55.97	6.45	45.51	67.61	48280	13679	25588	71002	0	0	0	0	40.00	0	40.00	40.00	4782011	1396328	3529816	6974920	0	0	0	0	0	0	0	0	0	0	0	0	0	1954667	43980	1896000	2040000	354756	74095	263132	503484	364899	88360	255870	548049	0	0	0	0	1648	45	1560	1714
	32	01	FEB	69571976	64901063	4251626	57684650	72063583	59.03	11.44	50.00	80.00	1535611	0	0	0	0	0	0	0	1810340	59320	1708960	1904099	113089	33871	79344	162504	0	0	0	0	0	0	0	0	0	0	0	0	976000	29933	912000	1008000	0	0	0	0	0	0	0	0	17238	31932	0	99795	587241	56450	474018	648000	0	0	0	0	116773	15789	88000	141866	0	0	0	0	55.29	6.51	44.64	66.75	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	4670914	631557	3520000	5674640	0	0	0	0	0	0	0	0	0	0	0	0	0	1941333	48589	1872000	2040000	360855	99299	212205	557982	375981	93121	229486	567838	0	0	0	0	1633	44	1560	1714
	33	02	FEB	65182552	62708429	4018552	56931207	71116826	57.08	12.30	50.00	80.00	1506169	0	0	0	0	0	0	0	1712344	59738	1638084	1804401	113088	33872	79344	162504	0	0	0	0	0	0	0	0	0	0	0	0	970667	30170	912000	1008000	0	0	0	0	0	0	0	0	13276	28053	0	87960	553460	54288	449824	624000	0	0	0	0	61853	35578	174	105460	0	0	0	0	54.87	6.43	44.47	66.16	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	2474124	1423113	6960	4218400	0	0	0	0	0	0	0	0	0	0	0	0	0	1938667	40442	1872000	2016000	401264	98020	224040	582176	414126	94866	252267	587414	0	0	0	0	1624	38	1560	1701
	34	03	FEB	59525915	57728191	5020690	49738100	64674660	53.89	7.30	50.00	68.75	1448204	0	0	0	0	0	0	0	1599976	57860	1523381	1686329	113088	33872	79344	162504	0	0	0	0	0	0	0	0	0	0	0	0	970667	32221	912000	1008000	0	0	0	0	0	0	0	0	6364	12048	0	32547	464914	94001	289162	601240	0	0	0	0	44943	30262	0	96000	0	0	0	0	54.78	6.24	44.89	65.85	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	1797725	1210463	0	3840000	0	0	0	0	0	0	0	0	0	0	0	0	0	1936000	48000	1872000	2040000	494055	130791	314946	742838	471139	100446	309776	651409	0	0	0	0	1610	38	1560	1680
	35	04	FEB	57416875	55970874	4694128	48271829	64354978	52.78	5.49	50.00	66.25	1428047	0	0	0	0	0	0	0	1558187	66947	1486345	1698057	113088	33872	79344	162504	0	0	0	0	0	0	0	0	0	0	0	0	970667	32221	912000	1008000	0	0	0	0	0	0	0	0	2781	7200	0	23072	435501	93595	276637	578337	0	0	0	0	36150	26222	0	80000	0	0	0	0	54.85	6.10	45.31	65.72	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	1446001	1048876	0	3200000	0	0	0	0	0	0	0	0	0	0	0	0	0	1933333	32221	1896000	1992000	524385	117243	320343	707363	501633	101751	314755	650140	0	0	0	0	1609	33	1560	1656
	36	05	FEB	58432638	55945780	4590827	50466200	63661514	52.22	6.29	50.00	70.00	1426344	0	0	0	0	0	0	0	1584470	85899	1478769	1717557	113088	33872	79344	162504	0	0	0	0	0	0	0	0	0	0	0	0	968000	37523	912000	1008000	0	0	0	0	0	0	0	0	175	494	0	1571	441036	89629	329269	579714	0	0	0	0	62171	29943	17222	120000	0	0	0	0	54.87	5.97	45.60	65.41	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	2486858	1197735	688861	4800000	0	0	0	0	0	0	0	0	0	0	0	0	0	1941333	39911	1896000	2016000	532122	119049	321312	678731	515334	102632	313350	631690	0	0	0	0	1603	42	1536	1680
	37	06	FEB	63498297	59903292	4429632	53009591	69112885	53.61	7.62	50.00	73.75	1476785	0	0	0	0	0	0	0	1690135	76241	1580199	1812309	113088	33872	79344	162504	0	0	0	0	0	0	0	0	0	0	0	0	973333	37712	912000	1032000	0	0	0	0	0	0	0	0	4824	10961	0	34904	509014	68073	404992	624000	0	0	0	0	89875	19993	56650	131484	0	0	0	0	54.57	5.89	45.66	65.03	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	3595005	799715	2265986	5259360	0	0	0	0	0	0	0	0	0	0	0	0	0	1954667	40966	1896000	2016000	467495	90314	280284	573983	471651	92142	302833	573803	0	0	0	0	1624	45	1560	1704
	38	07	FEB	66649997	63190758	2616640	58242350	67397294	54.44	9.28	50.00	78.75	1516638	0	0	0	0	0	0	0	1753420	46476	1683227	1820970	113088	33872	79344	162504	0	0	0	0	0	0	0	0	0	0	0	0	973333	34150	936000	1032000	0	0	0	0	0	0	0	0	3274	6306	0	17917	577243	44799	509647	638681	0	0	0	0	86481	20155	59265	119283	0	0	0	0	54.21	6.01	45.53	64.80	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	3459239	806208	2370600	4771320	0	0	0	0	0	0	0	0	0	0	0	0	0	1965333	38274	1920000	2040000	411483	60072	300584	482964	447924	84032	298526	544063	0	0	0	0	1643	35	1584	1704
	39	08	FEB	65505949	62432283	2693975	57328550	66500340	52.36	6.25	50.00	70.00	1506128	0	0	0	0	0	0	0	1729360	51551	1645875	1833178	113087	33871	79344	162504	0	0	0	0	0	0	0	0	0	0	0	0	970667	30170	936000	1032000	0	0	0	0	0	0	0	0	690	1942	0	6182	568075	54328	491371	657962	0	0	0	0	76842	20918	56000	125519	0	0	0	0	53.88	6.06	45.20	64.43	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	3073666	836715	2240000	5020761	0	0	0	0	0	0	0	0	0	0	0	0	0	1962667	38827	1896000	2016000	423235	64644	324428	535081	457475	79924	321490	565272	0	0	0	0	1628	36	1563	1704
	40	09	FEB	60692636	58616354	3914388	50746508	63762400	51.11	3.14	50.00	60.00	1464666	0	0	0	0	0	0	0	1630096	44761	1536801	1694557	113087	33870	79344	162504	0	0	0	0	0	0	0	0	0	0	0	0	976000	29933	936000	1032000	0	0	0	0	0	0	0	0	41	115	0	367	489062	73690	359730	586448	0	0	0	0	51907	29819	10015	105015	0	0	0	0	53.68	6.05	44.94	63.87	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	2076282	1192767	400600	4200600	0	0	0	0	0	0	0	0	0	0	0	0	0	1973333	37142	1896000	2016000	508231	87827	392236	648270	508148	78408	405888	610616	0	0	0	0	1630	42	1560	1704
	41	10	FEB	55831095	54135921	4668440	46391800	61220478	50.00	0	50.00	50.00	1410911	0	0	0	0	0	0	0	1530984	40264	1446431	1608544	113086	33871	79345	162504	0	0	0	0	0	0	0	0	0	0	0	0	976000	32000	936000	1032000	0	0	0	0	0	0	0	0	0	0	0	0	399518	94537	222236	535610	0	0	0	0	42379	34211	0	120000	0	0	0	0	53.69	5.92	45.07	63.45	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	1695174	1368445	0	4800000	0	0	0	0	0	0	0	0	0	0	0	0	0	1968000	46648	1896000	2040000	592482	91929	424390	737764	563757	69710	441645	650634	0	0	0	0	1612	68	1453	1704
	42	11	FEB	54161444	52578708	5462111	45114830	60516450	50.00	0	50.00	50.00	1388064	0	0	0	0	0	0	0	1495429	60224	1400057	1589853	113087	33870	79356	162504	0	0	0	0	0	0	0	0	0	0	0	0	970667	39373	888000	1032000	0	0	0	0	0	0	0	0	0	0	0	0	372107	117189	236752	537461	0	0	0	0	39568	25719	0	79884	0	0	0	0	53.76	5.80	45.18	63.17	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	1582736	1028775	0	3195360	0	0	0	0	0	0	0	0	0	0	0	0	0	1973333	47703	1896000	2064000	630559	111347	438471	785813	601318	89979	445245	745531	0	0	0	0	1592	107	1313	1704
	43	12	FEB	56473805	54557070	5940444	44012454	61329891	50.00	0	50.00	50.00	1409725	0	0	0	0	0	0	0	1542546	67966	1406507	1639566	113087	33870	79356	162504	0	0	0	0	0	0	0	0	0	0	0	0	968000	39192	912000	1032000	0	0	0	0	0	0	0	0	0	0	0	0	413541	122838	208249	557393	0	0	0	0	47918	24055	19044	88000	0	0	0	0	53.82	5.68	45.44	63.03	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	1916735	962197	761767	3520000	0	0	0	0	0	0	0	0	0	0	0	0	0	1968000	48000	1896000	2040000	586459	115022	440876	751751	554056	101913	433581	701301	0	0	0	0	1610	70	1455	1704
	44	13	FEB	60977963	58838795	4439653	52185200	64632381	50.00	0	50.00	50.00	1463186	0	0	0	0	0	0	0	1634542	57165	1550208	1704521	113087	33870	79356	162504	0	0	0	0	0	0	0	0	0	0	0	0	970667	34150	912000	1032000	0	0	0	0	0	0	0	0	0	0	0	0	497309	95303	370150	621535	0	0	0	0	53479	22100	17763	87442	0	0	0	0	53.79	5.65	45.52	62.90	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	2139169	883986	710530	3497680	0	0	0	0	0	0	0	0	0	0	0	0	0	1962667	58545	1872000	2040000	494691	102386	379637	685850	503588	105900	374561	686694	0	0	0	0	1622	50	1531	1704
	45	14	FEB	64969318	61490454	3299247	55602650	64888700	50.97	2.75	50.00	58.75	1498866	0	0	0	0	0	0	0	1721975	45979	1640957	1785310	113087	33870	79356	162504	0	0	0	0	0	0	0	0	0	0	0	0	976000	29933	936000	1032000	0	0	0	0	0	0	0	0	1153	3262	0	10380	544764	74224	406453	642574	0	0	0	0	86972	27454	42485	131962	0	0	0	0	53.59	5.70	45.30	62.69	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	3478864	1098177	1699382	5278469	0	0	0	0	0	0	0	0	0	0	0	0	0	1962667	64773	1872000	2088000	440750	90153	312814	577547	467287	104925	326396	619013	0	0	0	0	1636	40	1573	1713
	46	15	FEB	65054087	62071736	2672044	57972600	65534450	50.42	1.18	50.00	53.75	1512344	0	0	0	0	0	0	0	1724194	48235	1638956	1782066	113087	33870	79356	162504	0	0	0	0	0	0	0	0	0	0	0	0	984000	35777	936000	1056000	0	0	0	0	0	0	0	0	143	404	0	1286	552406	72986	420484	654221	0	0	0	0	74559	21379	38285	101253	0	0	0	0	53.31	5.85	44.69	62.39	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	2982351	855171	1531382	4050120	0	0	0	0	0	0	0	0	0	0	0	0	0	1965333	59270	1872000	2064000	428784	92041	318782	578148	471351	102241	338406	638436	0	0	0	0	1651	37	1587	1704
	47	16	FEB	61000913	58362410	4333417	51849577	64146390	50.00	0	50.00	50.00	1463709	0	0	0	0	0	0	0	1639897	41768	1575138	1703687	113087	33870	79356	162504	0	0	0	0	0	0	0	0	0	0	0	0	978667	33519	912000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	482182	99701	331392	594128	0	0	0	0	65963	18372	36538	88000	0	0	0	0	53.06	5.96	44.22	62.14	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	2638503	734866	1461536	3520000	0	0	0	0	0	0	0	0	0	0	0	0	0	1949333	76548	1800000	2064000	488485	120425	333322	700608	498041	109784	356472	671940	0	0	0	0	1625	57	1536	1703
	48	17	FEB	56624624	54386254	4261062	46558650	58139839	50.00	0	50.00	50.00	1415995	0	0	0	0	0	0	0	1550371	46715	1468145	1620338	113087	33870	79356	162504	0	0	0	0	0	0	0	0	0	0	0	0	978667	33519	912000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	402658	97779	225573	502919	0	0	0	0	55959	21443	20913	88000	0	0	0	0	52.90	5.93	44.21	61.96	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	2238370	857722	836515	3520000	0	0	0	0	0	0	0	0	0	0	0	0	0	1949333	64773	1824000	2040000	568008	109710	430913	766787	539273	105037	402591	737155	0	0	0	0	1605	82	1415	1680
	49	18	FEB	54744956	52755600	5314708	41784934	57529309	50.00	0	50.00	50.00	1392267	0	0	0	0	0	0	0	1509933	64528	1388979	1573276	113087	33870	79356	162504	0	0	0	0	0	0	0	0	0	0	0	0	973333	34150	912000	1032000	0	0	0	0	0	0	0	0	0	0	0	0	373779	122443	113299	499639	0	0	0	0	49734	30090	5075	95390	0	0	0	0	52.84	5.87	44.36	61.84	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	1989355	1203598	202993	3815602	0	0	0	0	0	0	0	0	0	0	0	0	0	1941333	58180	1824000	2016000	594221	136012	412361	846701	567802	116491	419017	765525	0	0	0	0	1567	138	1194	1680
	50	19	FEB	58146664	56354009	5013036	45709101	62874207	51.53	4.32	50.00	63.75	1433140	0	0	0	0	0	0	0	1575656	63772	1440303	1650521	113086	33869	79356	162500	0	0	0	0	0	0	0	0	0	0	0	0	970667	32221	912000	1008000	0	0	0	0	0	0	0	0	876	2479	0	7888	446211	108914	208582	572863	0	0	0	0	44816	26165	10577	94915	0	0	0	0	52.89	5.84	44.25	61.85	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	1792654	1046590	423068	3796600	0	0	0	0	0	0	0	0	0	0	0	0	0	1941333	55936	1848000	2040000	523579	123805	403249	775418	508997	104161	389334	720899	0	0	0	0	1579	114	1283	1704
	51	20	FEB	63896621	60998447	5298792	49126900	68826000	53.89	9.36	50.00	80.00	1491271	0	0	0	0	0	0	0	1693713	64623	1575430	1788899	113084	33866	79356	162492	0	0	0	0	0	0	0	0	0	0	0	0	976000	29933	936000	1032000	0	0	0	0	0	0	0	0	7657	20419	0	65325	524518	97317	276938	600000	0	0	0	0	72454	31064	31311	128000	0	0	0	0	52.80	5.80	43.83	61.59	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	2898174	1242575	1252452	5120000	0	0	0	0	0	0	0	0	0	0	0	0	0	1957333	49459	1896000	2040000	449158	127090	294675	755062	453231	100623	302404	671030	0	0	0	0	1612	64	1460	1703
	52	21	FEB	67043158	63321959	4115986	55803850	70236320	53.47	9.39	50.00	80.00	1521558	0	0	0	0	0	0	0	1762310	60120	1672302	1874886	113084	33866	79356	162492	0	0	0	0	0	0	0	0	0	0	0	0	978667	37142	912000	1032000	0	0	0	0	0	0	0	0	6406	18048	0	57454	571123	66493	410477	630099	0	0	0	0	93030	26425	33254	123307	0	0	0	0	52.50	5.96	42.92	61.27	48466	14515	34008	69643	0	0	0	0	40.00	0	40.00	40.00	3721199	1057019	1330151	4932280	0	0	0	0	0	0	0	0	0	0	0	0	0	1960000	35777	1920000	2040000	403804	69355	302546	549523	428052	84293	287141	594222	0	0	0	0	1630	45	1574	1704
	53	22	FEB	67465621	64131927	4116622	58277100	73265600	53.33	9.43	50.00	80.00	1534349	0	0	0	0	0	0	0	1767912	58115	1693634	1910346	113085	33865	79356	162492	0	0	0	0	0	0	0	0	0	0	0	0	984000	43818	912000	1056000	0	0	0	0	0	0	0	0	10591	29956	0	95320	576893	56116	443142	659253	0	0	0	0	83342	21399	47470	120638	0	0	0	0	52.09	6.02	42.34	61.03	48466	14515	34008	69642	0	0	0	0	40.00	0	40.00	40.00	3333694	855965	1898803	4825520	0	0	0	0	0	0	0	0	0	0	0	0	0	1962667	41995	1920000	2064000	391183	58055	264680	468858	424113	77415	275275	574340	0	0	0	0	1654	57	1584	1764
	54	23	FEB	64674995	61420016	5275137	52443133	71184560	53.33	9.43	50.00	80.00	1501951	0	0	0	0	0	0	0	1712040	75133	1597364	1857764	113085	33865	79356	162492	0	0	0	0	0	0	0	0	0	0	0	0	984000	43818	912000	1056000	0	0	0	0	0	0	0	0	10034	28381	0	90307	523546	80926	343263	624000	0	0	0	0	81374	22115	40595	121069	0	0	0	0	51.73	6.12	41.79	61.05	48466	14515	34007	69643	0	0	0	0	40.00	0	40.00	40.00	3254979	884595	1623800	4842760	0	0	0	0	0	0	0	0	0	0	0	0	0	1973333	57442	1896000	2088000	455753	89398	269693	592737	457672	89526	283821	625709	0	0	0	0	1643	58	1556	1728
	55	24	FEB	60503054	58268734	7168608	47127250	70578560	53.33	9.43	50.00	80.00	1456035	0	0	0	0	0	0	0	1620803	105047	1493070	1804074	113085	33865	79356	162492	0	0	0	0	0	0	0	0	0	0	0	0	973333	50737	864000	1032000	0	0	0	0	0	0	0	0	9192	26000	0	82732	469333	116559	236945	624000	0	0	0	0	55858	20557	28532	96000	0	0	0	0	51.49	6.19	41.54	60.88	48466	14515	34008	69642	0	0	0	0	40.00	0	40.00	40.00	2234320	822285	1141285	3840000	0	0	0	0	0	0	0	0	0	0	0	0	0	1976000	57689	1872000	2064000	524141	120134	277268	699055	500885	98406	296112	650492	0	0	0	0	1606	84	1453	1704
	56	25	FEB	57727711	55770933	5978229	47890400	66032800	53.33	9.43	50.00	80.00	1419253	0	0	0	0	0	0	0	1564196	87676	1453460	1758561	113085	33865	79356	162492	0	0	0	0	0	0	0	0	0	0	0	0	962667	45879	864000	1008000	0	0	0	0	0	0	0	0	3379	9557	0	30410	436146	102022	269008	600000	0	0	0	0	48919	23121	16071	81763	0	0	0	0	51.44	6.17	41.49	60.78	48466	14515	34007	69643	0	0	0	0	40.00	0	40.00	40.00	1956778	924856	642853	3270520	0	0	0	0	0	0	0	0	0	0	0	0	0	1952000	69742	1824000	2064000	549809	109271	329590	740182	524477	103502	307613	670294	0	0	0	0	1575	108	1324	1704
	57	26	FEB	58903671	56563931	4651037	49089000	62119000	50.42	1.18	50.00	53.75	1429647	0	0	0	0	0	0	0	1591659	68434	1475480	1709670	113086	33865	79356	162492	0	0	0	0	0	0	0	0	0	0	0	0	962667	47253	864000	1008000	0	0	0	0	0	0	0	0	0	0	0	0	457412	93320	292980	578711	0	0	0	0	58493	33278	1226	108571	0	0	0	0	51.37	6.19	41.06	60.48	48465	14515	34008	69642	0	0	0	0	40.00	0	40.00	40.00	2339740	1331122	49040	4342840	0	0	0	0	0	0	0	0	0	0	0	0	0	1954667	84748	1776000	2064000	534588	95510	357289	691020	520838	74953	375407	636634	0	0	0	0	1595	71	1488	1704
	58	27	FEB	61527034	58474686	4242326	52673858	65222710	52.22	6.29	50.00	70.00	1454417	0	0	0	0	0	0	0	1647937	62719	1536267	1744469	113087	33864	79356	162492	0	0	0	0	0	0	0	0	0	0	0	0	965333	44939	864000	1008000	0	0	0	0	0	0	0	0	921	2604	0	8286	492287	80527	352089	596072	0	0	0	0	76309	16168	58706	110844	0	0	0	0	51.22	6.26	40.67	60.35	48466	14515	34007	69643	0	0	0	0	40.00	0	40.00	40.00	3052348	646716	2348242	4433760	0	0	0	0	0	0	0	0	0	0	0	0	0	1938667	82967	1752000	2064000	480125	85337	342118	607911	480331	81392	327330	584994	0	0	0	0	1608	59	1488	1686
	59	28	FEB	64110080	61079738	4086773	55028400	66933708	53.33	9.43	50.00	80.00	1495416	0	0	0	0	0	0	0	1701962	56164	1600775	1794069	113087	33864	79356	162492	0	0	0	0	0	0	0	0	0	0	0	0	978667	35377	912000	1032000	0	0	0	0	0	0	0	0	3463	9796	0	31171	530987	74536	394968	620545	0	0	0	0	75759	18716	46712	99542	0	0	0	0	50.97	6.33	40.27	60.10	48465	14515	34008	69642	0	0	0	0	40.00	0	40.00	40.00	3030342	748639	1868485	3981666	0	0	0	0	0	0	0	0	0	0	0	0	0	1957333	78474	1824000	2088000	444217	82479	280829	589032	466731	81572	289787	571042	0	0	0	0	1635	55	1541	1728
	60	01	MAR	64403181	61502082	3972600	54486250	66558097	52.64	7.46	50.00	73.75	1494287	0	0	0	0	0	0	0	1695180	65183	1570613	1764345	103392	21463	72288	135288	0	0	0	0	0	0	0	0	0	0	0	0	970667	35975	912000	1032000	0	0	0	0	0	0	0	0	3301	9337	0	29710	545293	73711	414962	642639	0	0	0	0	72527	12252	49401	96454	0	0	0	0	50.62	6.41	39.85	59.78	40208	8347	28111	52612	0	0	0	0	40.00	0	40.00	40.00	2901098	490074	1976044	3858160	0	0	0	0	0	0	0	0	0	0	0	0	0	1941333	75425	1800000	2064000	422072	62978	287464	481395	459571	76805	300624	548333	0	0	0	0	1627	52	1533	1703
	61	02	MAR	60247116	57426216	4982719	47617150	62673188	52.22	6.29	50.00	70.00	1433579	0	0	0	0	0	0	0	1608432	75716	1471039	1680159	103391	21464	72288	135288	0	0	0	0	0	0	0	0	0	0	0	0	954667	21990	912000	984000	0	0	0	0	0	0	0	0	677	1916	0	6095	479174	104583	280343	593034	0	0	0	0	70522	14711	51495	104000	0	0	0	0	50.32	6.39	39.62	59.42	40208	8347	28111	52612	0	0	0	0	40.00	0	40.00	40.00	2820900	588437	2059805	4160000	0	0	0	0	0	0	0	0	0	0	0	0	0	1914667	57442	1824000	1992000	480149	79495	317394	607657	482435	76578	313702	577517	0	0	0	0	1586	53	1478	1652
