C	area	de	hourly
	VARIABLES	BEGIN	END
	9	1	8736

C	hourly				BASE	INT	PEAK	BASE	INT	PEAK	BASE	INT	PEAK
					MWh	MWh	MWh	NP Cost - Euro	NP Cost - Euro	NP Cost - Euro	NODU	NODU	NODU
	index	day	month	hour	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP
	393	17	JAN	08:00	39333	23935	0	0	0	0	39	27	0
	394	17	JAN	09:00	39333	23715	0	0	0	0	39	27	0
	395	17	JAN	10:00	39333	24846	0	0	0	0	39	27	0
	396	17	JAN	11:00	39333	22270	0	0	0	0	39	27	0
	397	17	JAN	12:00	39333	25463	710	0	0	0	39	27	1
	398	17	JAN	13:00	39333	24183	882	0	0	0	39	27	1
	399	17	JAN	14:00	39333	26012	1129	0	0	0	39	27	1
	400	17	JAN	15:00	39333	26074	1097	0	0	0	39	27	2
	401	17	JAN	16:00	39333	26462	1536	0	0	0	39	27	2
	402	17	JAN	17:00	39333	26175	1925	0	0	0	39	27	2
	403	17	JAN	18:00	39333	26833	2573	0	0	0	39	27	3
	404	17	JAN	19:00	39333	26761	2507	0	0	0	39	27	3
	405	17	JAN	20:00	39333	26833	1964	0	0	0	39	27	2
	406	17	JAN	21:00	39333	26163	1648	0	0	0	39	27	2
	407	17	JAN	22:00	39333	26439	1278	0	0	0	39	27	1
	408	17	JAN	23:00	39333	26823	929	0	0	0	39	27	1
	409	18	JAN	00:00	39667	25746	493	0	0	0	40	27	1
	410	18	JAN	01:00	39667	26783	135	0	0	0	40	27	1
	411	18	JAN	02:00	39667	25189	466	0	0	0	40	27	1
	412	18	JAN	03:00	39667	24393	0	0	0	0	40	27	0
	413	18	JAN	04:00	39667	23146	0	0	0	0	40	27	0
	414	18	JAN	05:00	39667	23098	0	0	0	0	40	27	0
	415	18	JAN	06:00	39667	24322	0	0	0	0	40	27	0
	416	18	JAN	07:00	39667	22580	166	0	0	0	40	27	0
	417	18	JAN	08:00	39667	22516	0	0	0	0	40	27	0
	418	18	JAN	09:00	39667	24184	0	0	0	0	40	27	0
	419	18	JAN	10:00	39667	24221	0	0	0	0	40	27	0
	420	18	JAN	11:00	39667	23890	331	0	0	0	40	27	0
	421	18	JAN	12:00	39667	25723	372	0	0	0	40	27	0
	422	18	JAN	13:00	39667	26142	44	0	0	0	40	27	0
	423	18	JAN	14:00	39667	25688	697	0	0	0	40	27	1
	424	18	JAN	15:00	39667	25806	380	0	0	0	40	27	1
	425	18	JAN	16:00	39667	26179	1203	0	0	0	40	27	2
	426	18	JAN	17:00	39667	26566	1634	0	0	0	40	27	2
	427	18	JAN	18:00	39667	26684	1965	0	0	0	40	27	2
	428	18	JAN	19:00	39667	26191	1978	0	0	0	40	27	2
	429	18	JAN	20:00	39667	26184	1358	0	0	0	40	27	2
	430	18	JAN	21:00	39667	26314	1050	0	0	0	40	27	1
	431	18	JAN	22:00	39667	26257	523	0	0	0	40	27	1
	432	18	JAN	23:00	39667	25160	706	0	0	0	40	27	1
	433	19	JAN	00:00	40167	24535	0	0	0	0	40	27	0
	434	19	JAN	01:00	40167	24072	0	0	0	0	40	27	0
	435	19	JAN	02:00	40167	23372	0	0	0	0	40	27	0
	436	19	JAN	03:00	40167	21141	0	0	0	0	40	27	0
	437	19	JAN	04:00	40167	21088	0	0	0	0	40	27	0
	438	19	JAN	05:00	40167	19751	0	0	0	0	40	27	0
	439	19	JAN	06:00	40167	19740	0	0	0	0	40	27	0
	440	19	JAN	07:00	40167	19023	0	0	0	0	40	27	0
	441	19	JAN	08:00	40167	20941	0	0	0	0	40	27	0
	442	19	JAN	09:00	40167	20711	0	0	0	0	40	27	0
	443	19	JAN	10:00	40167	21441	0	0	0	0	40	27	0
	444	19	JAN	11:00	40167	20937	0	0	0	0	40	27	0
	445	19	JAN	12:00	40167	24119	0	0	0	0	40	27	0
	446	19	JAN	13:00	40167	23705	0	0	0	0	40	27	0
	447	19	JAN	14:00	40167	25020	0	0	0	0	40	27	0
	448	19	JAN	15:00	40167	24858	0	0	0	0	40	27	0
	449	19	JAN	16:00	40167	25782	535	0	0	0	40	27	1
	450	19	JAN	17:00	40167	25111	192	0	0	0	40	27	1
	451	19	JAN	18:00	40167	26298	275	0	0	0	40	27	1
	452	19	JAN	19:00	40167	26098	333	0	0	0	40	27	1
	453	19	JAN	20:00	40167	26370	270	0	0	0	40	27	1
	454	19	JAN	21:00	40167	25999	191	0	0	0	40	27	1
	455	19	JAN	22:00	40167	25968	65	0	0	0	40	27	1
	456	19	JAN	23:00	40167	25528	454	0	0	0	40	27	1
	457	20	JAN	00:00	40333	22722	0	0	0	0	40	27	0
	458	20	JAN	01:00	40333	20880	0	0	0	0	40	27	0
	459	20	JAN	02:00	40333	19315	0	0	0	0	40	27	0
	460	20	JAN	03:00	40333	18247	0	0	0	0	40	27	0
	461	20	JAN	04:00	40333	16914	0	0	0	0	40	27	0
	462	20	JAN	05:00	40333	16755	0	0	0	0	40	27	0
	463	20	JAN	06:00	40333	15366	0	0	0	0	40	27	0
	464	20	JAN	07:00	40333	16398	0	0	0	0	40	27	0
	465	20	JAN	08:00	40333	16193	0	0	0	0	40	27	0
	466	20	JAN	09:00	40333	14066	0	0	0	0	40	27	0
	467	20	JAN	10:00	40333	17480	0	0	0	0	40	27	0
	468	20	JAN	11:00	40333	17813	0	0	0	0	40	27	0
	469	20	JAN	12:00	40333	18916	0	0	0	0	40	27	0
	470	20	JAN	13:00	40333	20690	0	0	0	0	40	27	0
	471	20	JAN	14:00	40333	20921	0	0	0	0	40	27	0
	472	20	JAN	15:00	40333	22308	143	0	0	0	40	27	0
	473	20	JAN	16:00	40333	23437	269	0	0	0	40	27	0
	474	20	JAN	17:00	40333	24431	331	0	0	0	40	27	0
	475	20	JAN	18:00	40333	24170	9	0	0	0	40	27	0
	476	20	JAN	19:00	40333	24302	416	0	0	0	40	27	0
	477	20	JAN	20:00	40333	23935	0	0	0	0	40	27	0
	478	20	JAN	21:00	40333	24483	288	0	0	0	40	27	0
	479	20	JAN	22:00	40333	24143	0	0	0	0	40	27	0
	480	20	JAN	23:00	40333	23349	0	0	0	0	40	27	0
	481	21	JAN	00:00	40417	20091	0	0	0	0	40	27	0
	482	21	JAN	01:00	40417	19221	0	0	0	0	40	27	0
	483	21	JAN	02:00	40417	18865	0	0	0	0	40	27	0
	484	21	JAN	03:00	40417	17044	0	0	0	0	40	27	0
	485	21	JAN	04:00	40417	13636	0	0	0	0	40	27	0
	486	21	JAN	05:00	40417	15093	0	0	0	0	40	27	0
	487	21	JAN	06:00	40417	13649	0	0	0	0	40	27	0
	488	21	JAN	07:00	40417	14433	0	0	0	0	40	27	0
	489	21	JAN	08:00	40417	13223	0	0	0	0	40	27	0
	490	21	JAN	09:00	40417	14460	0	0	0	0	40	27	0
	491	21	JAN	10:00	40417	14447	0	0	0	0	40	27	0
	492	21	JAN	11:00	40417	15418	0	0	0	0	40	27	0
	493	21	JAN	12:00	40417	17596	0	0	0	0	40	27	0
	494	21	JAN	13:00	40417	17895	0	0	0	0	40	27	0
	495	21	JAN	14:00	40417	19553	0	0	0	0	40	27	0
	496	21	JAN	15:00	40417	21476	0	0	0	0	40	27	0
	497	21	JAN	16:00	40417	20795	0	0	0	0	40	27	0
	498	21	JAN	17:00	40417	22214	0	0	0	0	40	27	0
	499	21	JAN	18:00	40417	24097	0	0	0	0	40	27	0
	500	21	JAN	19:00	40417	23937	0	0	0	0	40	27	0
	501	21	JAN	20:00	40417	22482	0	0	0	0	40	27	0
	502	21	JAN	21:00	40417	22785	0	0	0	0	40	27	0
	503	21	JAN	22:00	40417	21900	0	0	0	0	40	27	0
	504	21	JAN	23:00	40417	20949	0	0	0	0	40	27	0
	505	22	JAN	00:00	40333	21179	170	0	0	0	40	26	0
	506	22	JAN	01:00	40333	21104	0	0	0	0	40	26	0
	507	22	JAN	02:00	40333	19176	0	0	0	0	40	26	0
	508	22	JAN	03:00	40333	19026	0	0	0	0	40	26	0
	509	22	JAN	04:00	40333	15897	0	0	0	0	40	26	0
	510	22	JAN	05:00	40333	14267	0	0	0	0	40	26	0
	511	22	JAN	06:00	40333	16727	0	0	0	0	40	26	0
	512	22	JAN	07:00	40333	17205	0	0	0	0	40	26	0
	513	22	JAN	08:00	40333	15755	0	0	0	0	40	26	0
	514	22	JAN	09:00	40333	15694	0	0	0	0	40	26	0
	515	22	JAN	10:00	40333	16986	0	0	0	0	40	26	0
	516	22	JAN	11:00	40333	18771	0	0	0	0	40	26	0
	517	22	JAN	12:00	40333	20207	0	0	0	0	40	26	0
	518	22	JAN	13:00	40333	20195	0	0	0	0	40	26	0
	519	22	JAN	14:00	40333	22115	0	0	0	0	40	26	0
	520	22	JAN	15:00	40333	22917	0	0	0	0	40	26	0
	521	22	JAN	16:00	40333	23194	0	0	0	0	40	26	0
	522	22	JAN	17:00	40333	24245	0	0	0	0	40	27	0
	523	22	JAN	18:00	40333	22433	0	0	0	0	40	27	0
	524	22	JAN	19:00	40333	24349	0	0	0	0	40	27	0
	525	22	JAN	20:00	40333	23560	0	0	0	0	40	27	0
	526	22	JAN	21:00	40333	23763	0	0	0	0	40	27	0
	527	22	JAN	22:00	40333	23747	0	0	0	0	40	27	0
	528	22	JAN	23:00	40333	22169	0	0	0	0	40	27	0
	529	23	JAN	00:00	40167	24680	0	0	0	0	40	27	0
	530	23	JAN	01:00	40167	23737	0	0	0	0	40	27	0
	531	23	JAN	02:00	40167	21961	0	0	0	0	40	27	0
	532	23	JAN	03:00	40167	20979	0	0	0	0	40	27	0
	533	23	JAN	04:00	40167	22195	0	0	0	0	40	27	0
	534	23	JAN	05:00	40167	21013	0	0	0	0	40	27	0
	535	23	JAN	06:00	40167	18675	0	0	0	0	40	27	0
	536	23	JAN	07:00	40167	20448	0	0	0	0	40	27	0
	537	23	JAN	08:00	40167	20107	0	0	0	0	40	27	0
	538	23	JAN	09:00	40167	20582	0	0	0	0	40	27	0
	539	23	JAN	10:00	40167	21172	0	0	0	0	40	27	0
	540	23	JAN	11:00	40167	21390	0	0	0	0	40	27	0
	541	23	JAN	12:00	40167	23662	0	0	0	0	40	27	0
	542	23	JAN	13:00	40167	23268	0	0	0	0	40	27	0
	543	23	JAN	14:00	40167	24681	0	0	0	0	40	27	0
	544	23	JAN	15:00	40167	25092	72	0	0	0	40	27	0
	545	23	JAN	16:00	40167	24783	543	0	0	0	40	27	1
	546	23	JAN	17:00	40167	26017	180	0	0	0	40	27	0
	547	23	JAN	18:00	40167	24831	232	0	0	0	40	27	0
	548	23	JAN	19:00	40167	25984	330	0	0	0	40	27	0
	549	23	JAN	20:00	40167	25452	244	0	0	0	40	27	0
	550	23	JAN	21:00	40167	25429	239	0	0	0	40	27	0
	551	23	JAN	22:00	40167	25412	53	0	0	0	40	27	0
	552	23	JAN	23:00	40167	26335	0	0	0	0	40	27	0
	553	24	JAN	00:00	39917	25344	143	0	0	0	40	27	0
	554	24	JAN	01:00	39917	25301	5	0	0	0	40	27	0
	555	24	JAN	02:00	39917	24707	0	0	0	0	40	27	0
	556	24	JAN	03:00	39917	24168	213	0	0	0	40	27	0
	557	24	JAN	04:00	39917	22889	0	0	0	0	40	27	0
	558	24	JAN	05:00	39917	21036	0	0	0	0	40	27	0
	559	24	JAN	06:00	39917	21969	0	0	0	0	40	27	0
	560	24	JAN	07:00	39917	21746	0	0	0	0	40	27	0
	561	24	JAN	08:00	39917	21137	0	0	0	0	40	27	0
	562	24	JAN	09:00	39917	22337	0	0	0	0	40	27	0
	563	24	JAN	10:00	39917	23554	0	0	0	0	40	27	0
	564	24	JAN	11:00	39917	23905	0	0	0	0	40	27	0
	565	24	JAN	12:00	39917	23405	0	0	0	0	40	27	0
	566	24	JAN	13:00	39917	24621	44	0	0	0	40	27	0
	567	24	JAN	14:00	39917	26499	175	0	0	0	40	27	0
	568	24	JAN	15:00	39917	25340	845	0	0	0	40	27	1
	569	24	JAN	16:00	39917	26163	540	0	0	0	40	27	1
	570	24	JAN	17:00	39917	26917	965	0	0	0	40	27	1
	571	24	JAN	18:00	39917	25895	1142	0	0	0	40	27	1
	572	24	JAN	19:00	39917	26682	1129	0	0	0	40	27	1
	573	24	JAN	20:00	39917	26356	1072	0	0	0	40	27	1
	574	24	JAN	21:00	39917	26441	782	0	0	0	40	27	1
	575	24	JAN	22:00	39917	25843	379	0	0	0	40	27	0
	576	24	JAN	23:00	39917	24953	121	0	0	0	40	27	0
	577	25	JAN	00:00	40417	24939	0	0	0	0	40	27	0
	578	25	JAN	01:00	40417	25368	0	0	0	0	40	27	0
	579	25	JAN	02:00	40417	23843	0	0	0	0	40	27	0
	580	25	JAN	03:00	40417	23258	0	0	0	0	40	27	0
	581	25	JAN	04:00	40417	23234	0	0	0	0	40	27	0
	582	25	JAN	05:00	40417	20603	0	0	0	0	40	27	0
	583	25	JAN	06:00	40417	21963	0	0	0	0	40	27	0
	584	25	JAN	07:00	40417	21904	0	0	0	0	40	27	0
	585	25	JAN	08:00	40417	21382	0	0	0	0	40	27	0
	586	25	JAN	09:00	40417	21139	0	0	0	0	40	27	0
	587	25	JAN	10:00	40417	22056	0	0	0	0	40	27	0
	588	25	JAN	11:00	40417	23784	0	0	0	0	40	27	0
	589	25	JAN	12:00	40417	22706	0	0	0	0	40	27	0
	590	25	JAN	13:00	40417	24742	0	0	0	0	40	27	0
	591	25	JAN	14:00	40417	24805	32	0	0	0	40	27	0
	592	25	JAN	15:00	40417	26422	85	0	0	0	40	27	0
	593	25	JAN	16:00	40417	25917	112	0	0	0	40	27	0
	594	25	JAN	17:00	40417	26171	183	0	0	0	40	27	0
	595	25	JAN	18:00	40417	26387	849	0	0	0	40	27	1
	596	25	JAN	19:00	40417	26384	313	0	0	0	40	27	0
	597	25	JAN	20:00	40417	26682	308	0	0	0	40	27	1
	598	25	JAN	21:00	40417	26768	188	0	0	0	40	27	0
	599	25	JAN	22:00	40417	26654	40	0	0	0	40	27	0
	600	25	JAN	23:00	40417	26016	0	0	0	0	40	27	0
	601	26	JAN	00:00	39750	24739	0	0	0	0	40	26	0
	602	26	JAN	01:00	39750	21893	0	0	0	0	40	26	0
	603	26	JAN	02:00	39750	24064	0	0	0	0	40	26	0
	604	26	JAN	03:00	39750	21101	0	0	0	0	40	26	0
	605	26	JAN	04:00	39750	21224	0	0	0	0	40	26	0
	606	26	JAN	05:00	39750	18747	0	0	0	0	40	26	0
	607	26	JAN	06:00	39750	19475	0	0	0	0	40	26	0
	608	26	JAN	07:00	39750	19434	0	0	0	0	40	26	0
	609	26	JAN	08:00	39750	18810	0	0	0	0	40	26	0
	610	26	JAN	09:00	39750	19222	0	0	0	0	40	26	0
	611	26	JAN	10:00	39750	19929	0	0	0	0	40	26	0
	612	26	JAN	11:00	39750	20419	0	0	0	0	40	26	0
	613	26	JAN	12:00	39750	22126	0	0	0	0	40	26	0
	614	26	JAN	13:00	39750	22909	0	0	0	0	40	26	0
	615	26	JAN	14:00	39750	22565	0	0	0	0	40	26	0
	616	26	JAN	15:00	39750	24568	0	0	0	0	40	26	0
	617	26	JAN	16:00	39750	24452	107	0	0	0	40	26	0
	618	26	JAN	17:00	39750	26014	165	0	0	0	40	26	0
	619	26	JAN	18:00	39750	25746	155	0	0	0	40	26	0
	620	26	JAN	19:00	39750	25831	154	0	0	0	40	26	0
	621	26	JAN	20:00	39750	25697	145	0	0	0	40	26	0
	622	26	JAN	21:00	39750	25508	194	0	0	0	40	26	0
	623	26	JAN	22:00	39750	25700	198	0	0	0	40	26	0
	624	26	JAN	23:00	39750	24157	119	0	0	0	40	26	0
	625	27	JAN	00:00	39417	20978	0	0	0	0	39	26	0
	626	27	JAN	01:00	39417	20137	0	0	0	0	39	26	0
	627	27	JAN	02:00	39417	18004	0	0	0	0	39	26	0
	628	27	JAN	03:00	39417	17325	0	0	0	0	39	26	0
	629	27	JAN	04:00	39417	17853	0	0	0	0	39	26	0
	630	27	JAN	05:00	39417	16022	0	0	0	0	39	26	0
	631	27	JAN	06:00	39417	15765	0	0	0	0	39	26	0
	632	27	JAN	07:00	39417	15554	0	0	0	0	39	26	0
	633	27	JAN	08:00	39417	15670	0	0	0	0	39	26	0
	634	27	JAN	09:00	39417	15494	0	0	0	0	39	26	0
	635	27	JAN	10:00	39417	17053	0	0	0	0	39	26	0
	636	27	JAN	11:00	39417	18141	0	0	0	0	39	26	0
	637	27	JAN	12:00	39417	19435	0	0	0	0	39	26	0
	638	27	JAN	13:00	39417	20840	0	0	0	0	39	26	0
	639	27	JAN	14:00	39417	21312	0	0	0	0	39	26	0
	640	27	JAN	15:00	39417	23930	0	0	0	0	39	26	0
	641	27	JAN	16:00	39417	23221	0	0	0	0	39	26	0
	642	27	JAN	17:00	39417	24609	0	0	0	0	39	26	0
	643	27	JAN	18:00	39417	24040	0	0	0	0	39	26	0
	644	27	JAN	19:00	39417	25219	4	0	0	0	39	26	0
	645	27	JAN	20:00	39417	23742	25	0	0	0	39	26	0
	646	27	JAN	21:00	39417	22906	0	0	0	0	39	26	0
	647	27	JAN	22:00	39417	22886	0	0	0	0	39	26	0
	648	27	JAN	23:00	39417	21512	0	0	0	0	39	26	0
	649	28	JAN	00:00	39250	20798	0	0	0	0	39	26	0
	650	28	JAN	01:00	39250	18982	0	0	0	0	39	26	0
	651	28	JAN	02:00	39250	16620	0	0	0	0	39	26	0
	652	28	JAN	03:00	39250	16142	0	0	0	0	39	26	0
	653	28	JAN	04:00	39250	14287	0	0	0	0	39	26	0
	654	28	JAN	05:00	39250	13297	0	0	0	0	39	26	0
	655	28	JAN	06:00	39250	12839	0	0	0	0	39	26	0
	656	28	JAN	07:00	39250	13450	0	0	0	0	39	26	0
	657	28	JAN	08:00	39250	14424	0	0	0	0	39	26	0
	658	28	JAN	09:00	39250	14337	0	0	0	0	39	26	0
	659	28	JAN	10:00	39250	14884	0	0	0	0	39	26	0
	660	28	JAN	11:00	39250	14397	0	0	0	0	39	26	0
	661	28	JAN	12:00	39250	17754	0	0	0	0	39	26	0
	662	28	JAN	13:00	39250	18256	0	0	0	0	39	26	0
	663	28	JAN	14:00	39250	18659	0	0	0	0	39	26	0
	664	28	JAN	15:00	39250	20909	0	0	0	0	39	26	0
	665	28	JAN	16:00	39250	20479	0	0	0	0	39	26	0
	666	28	JAN	17:00	39250	23075	0	0	0	0	39	26	0
	667	28	JAN	18:00	39250	23095	466	0	0	0	39	26	1
	668	28	JAN	19:00	39250	22409	123	0	0	0	39	26	0
	669	28	JAN	20:00	39250	22793	0	0	0	0	39	26	0
	670	28	JAN	21:00	39250	22305	0	0	0	0	39	26	0
	671	28	JAN	22:00	39250	21786	0	0	0	0	39	26	0
	672	28	JAN	23:00	39250	19090	0	0	0	0	39	26	0
	673	29	JAN	00:00	38750	21720	0	0	0	0	39	26	0
	674	29	JAN	01:00	38750	20636	237	0	0	0	39	26	0
	675	29	JAN	02:00	38750	19399	0	0	0	0	39	26	0
	676	29	JAN	03:00	38750	19457	44	0	0	0	39	26	0
	677	29	JAN	04:00	38750	18092	0	0	0	0	39	26	0
	678	29	JAN	05:00	38750	17274	0	0	0	0	39	26	0
	679	29	JAN	06:00	38750	15798	0	0	0	0	39	26	0
	680	29	JAN	07:00	38750	16906	0	0	0	0	39	26	0
	681	29	JAN	08:00	38750	17116	0	0	0	0	39	26	0
	682	29	JAN	09:00	38750	17543	0	0	0	0	39	26	0
	683	29	JAN	10:00	38750	17736	0	0	0	0	39	26	0
	684	29	JAN	11:00	38750	18706	0	0	0	0	39	26	0
	685	29	JAN	12:00	38750	20711	0	0	0	0	39	26	0
	686	29	JAN	13:00	38750	21279	94	0	0	0	39	26	0
	687	29	JAN	14:00	38750	23264	0	0	0	0	39	26	0
	688	29	JAN	15:00	38750	23796	0	0	0	0	39	26	0
	689	29	JAN	16:00	38750	24149	421	0	0	0	39	26	1
	690	29	JAN	17:00	38750	24828	531	0	0	0	39	26	1
	691	29	JAN	18:00	38750	25014	534	0	0	0	39	26	1
	692	29	JAN	19:00	38750	24621	1271	0	0	0	39	26	1
	693	29	JAN	20:00	38750	24982	968	0	0	0	39	26	1
	694	29	JAN	21:00	38750	24867	0	0	0	0	39	26	0
	695	29	JAN	22:00	38750	25153	789	0	0	0	39	26	1
	696	29	JAN	23:00	38750	24162	247	0	0	0	39	26	0
	697	30	JAN	00:00	38667	24729	859	0	0	0	39	26	1
	698	30	JAN	01:00	38667	24225	1336	0	0	0	39	26	2
	699	30	JAN	02:00	38667	24758	0	0	0	0	39	26	0
	700	30	JAN	03:00	38667	23206	257	0	0	0	39	26	0
	701	30	JAN	04:00	38667	22546	153	0	0	0	39	26	0
	702	30	JAN	05:00	38667	22573	110	0	0	0	39	26	0
	703	30	JAN	06:00	38667	19651	101	0	0	0	39	26	0
	704	30	JAN	07:00	38667	22184	218	0	0	0	39	26	0
	705	30	JAN	08:00	38667	21301	0	0	0	0	39	26	0
	706	30	JAN	09:00	38667	22189	0	0	0	0	39	26	0
	707	30	JAN	10:00	38667	23450	529	0	0	0	39	26	1
	708	30	JAN	11:00	38667	23458	712	0	0	0	39	26	1
	709	30	JAN	12:00	38667	23702	0	0	0	0	39	26	0
	710	30	JAN	13:00	38667	24703	0	0	0	0	39	26	0
	711	30	JAN	14:00	38667	25146	685	0	0	0	39	26	1
	712	30	JAN	15:00	38667	25612	301	0	0	0	39	26	1
	713	30	JAN	16:00	38667	25814	425	0	0	0	39	26	1
	714	30	JAN	17:00	38667	25629	561	0	0	0	39	26	1
	715	30	JAN	18:00	38667	25772	642	0	0	0	39	26	1
	716	30	JAN	19:00	38667	25499	587	0	0	0	39	26	1
	717	30	JAN	20:00	38667	25991	2287	0	0	0	39	26	2
	718	30	JAN	21:00	38667	26083	1642	0	0	0	39	26	2
	719	30	JAN	22:00	38667	25806	1047	0	0	0	39	26	1
	720	30	JAN	23:00	38667	25631	272	0	0	0	39	26	1
	721	31	JAN	00:00	38500	25525	1283	0	0	0	39	26	1
	722	31	JAN	01:00	38500	25453	901	0	0	0	39	27	1
	723	31	JAN	02:00	38500	26412	97	0	0	0	39	27	0
	724	31	JAN	03:00	38500	25086	275	0	0	0	39	27	0
	725	31	JAN	04:00	38500	25891	0	0	0	0	39	27	0
	726	31	JAN	05:00	38500	24339	809	0	0	0	39	27	1
	727	31	JAN	06:00	38500	25588	287	0	0	0	39	27	0
	728	31	JAN	07:00	38500	24214	389	0	0	0	39	27	0
	729	31	JAN	08:00	38500	25649	380	0	0	0	39	27	0
	730	31	JAN	09:00	38500	24081	0	0	0	0	39	27	0
	731	31	JAN	10:00	38500	24859	0	0	0	0	39	27	0
	732	31	JAN	11:00	38500	25226	623	0	0	0	39	27	1
	733	31	JAN	12:00	38500	26035	1007	0	0	0	39	27	2
	734	31	JAN	13:00	38500	26021	985	0	0	0	39	27	2
	735	31	JAN	14:00	38500	26052	2046	0	0	0	39	27	3
	736	31	JAN	15:00	38500	26114	1345	0	0	0	39	27	3
	737	31	JAN	16:00	38500	26434	2079	0	0	0	39	27	3
	738	31	JAN	17:00	38500	26414	2703	0	0	0	39	27	4
	739	31	JAN	18:00	38500	26500	3615	0	0	0	39	27	4
	740	31	JAN	19:00	38500	26491	3511	0	0	0	39	27	4
	741	31	JAN	20:00	38500	26500	4133	0	0	0	39	27	5
	742	31	JAN	21:00	38500	26426	3365	0	0	0	39	27	4
	743	31	JAN	22:00	38500	26500	2191	0	0	0	39	27	3
	744	31	JAN	23:00	38500	26500	2358	0	0	0	39	27	3
	745	01	FEB	00:00	38750	25971	1512	0	0	0	39	27	2
	746	01	FEB	01:00	38750	24822	225	0	0	0	39	27	0
	747	01	FEB	02:00	38750	26484	0	0	0	0	39	27	0
	748	01	FEB	03:00	38750	25601	331	0	0	0	39	27	0
	749	01	FEB	04:00	38750	26095	834	0	0	0	39	27	1
	750	01	FEB	05:00	38750	24332	703	0	0	0	39	27	1
	751	01	FEB	06:00	38750	25242	0	0	0	0	39	27	0
	752	01	FEB	07:00	38750	24597	146	0	0	0	39	27	0
	753	01	FEB	08:00	38750	25838	209	0	0	0	39	27	0
	754	01	FEB	09:00	38750	25440	542	0	0	0	39	27	1
	755	01	FEB	10:00	38750	26104	1158	0	0	0	39	27	1
	756	01	FEB	11:00	38750	25795	0	0	0	0	39	27	0
	757	01	FEB	12:00	38750	25610	4	0	0	0	39	27	0
	758	01	FEB	13:00	38750	26277	1137	0	0	0	39	27	1
	759	01	FEB	14:00	38750	26302	1305	0	0	0	39	27	2
	760	01	FEB	15:00	38750	26500	1844	0	0	0	39	27	2
	761	01	FEB	16:00	38750	26453	1992	0	0	0	39	27	3
	762	01	FEB	17:00	38750	26500	3329	0	0	0	39	27	4
	763	01	FEB	18:00	38750	26385	3047	0	0	0	39	27	5
	764	01	FEB	19:00	38750	26500	4377	0	0	0	39	27	5
	765	01	FEB	20:00	38750	26500	3527	0	0	0	39	27	4
	766	01	FEB	21:00	38750	26500	3145	0	0	0	39	27	4
	767	01	FEB	22:00	38750	26199	1832	0	0	0	39	27	3
	768	01	FEB	23:00	38750	26211	1758	0	0	0	39	27	2
	769	02	FEB	00:00	38833	24938	151	0	0	0	39	27	1
	770	02	FEB	01:00	38833	23764	933	0	0	0	39	27	1
	771	02	FEB	02:00	38833	24671	535	0	0	0	39	27	1
	772	02	FEB	03:00	38833	23904	414	0	0	0	39	27	0
	773	02	FEB	04:00	38833	22840	0	0	0	0	39	27	0
	774	02	FEB	05:00	38833	20757	212	0	0	0	39	27	0
	775	02	FEB	06:00	38833	20583	0	0	0	0	39	27	0
	776	02	FEB	07:00	38833	20529	0	0	0	0	39	27	0
	777	02	FEB	08:00	38833	21439	113	0	0	0	39	27	0
	778	02	FEB	09:00	38833	22523	0	0	0	0	39	27	0
	779	02	FEB	10:00	38833	23423	0	0	0	0	39	27	0
	780	02	FEB	11:00	38833	23030	0	0	0	0	39	27	0
	781	02	FEB	12:00	38833	24969	0	0	0	0	39	27	0
	782	02	FEB	13:00	38833	24518	0	0	0	0	39	27	0
	783	02	FEB	14:00	38833	26162	285	0	0	0	39	27	0
	784	02	FEB	15:00	38833	26133	821	0	0	0	39	27	1
	785	02	FEB	16:00	38833	26583	706	0	0	0	39	27	1
	786	02	FEB	17:00	38833	26583	352	0	0	0	39	27	0
	787	02	FEB	18:00	38833	25334	552	0	0	0	39	27	1
	788	02	FEB	19:00	38833	26232	315	0	0	0	39	27	0
	789	02	FEB	20:00	38833	26583	527	0	0	0	39	27	1
	790	02	FEB	21:00	38833	25693	401	0	0	0	39	27	1
	791	02	FEB	22:00	38833	26387	535	0	0	0	39	27	1
	792	02	FEB	23:00	38833	26570	144	0	0	0	39	27	0
	793	03	FEB	00:00	38917	22900	5	0	0	0	39	26	0
	794	03	FEB	01:00	38917	21416	0	0	0	0	39	26	0
	795	03	FEB	02:00	38917	21922	0	0	0	0	39	26	0
	796	03	FEB	03:00	38917	20143	0	0	0	0	39	26	0
	797	03	FEB	04:00	38917	18425	0	0	0	0	39	26	0
	798	03	FEB	05:00	38917	18781	0	0	0	0	39	26	0
	799	03	FEB	06:00	38917	16525	0	0	0	0	39	26	0
	800	03	FEB	07:00	38917	16349	0	0	0	0	39	26	0
	801	03	FEB	08:00	38917	16210	0	0	0	0	39	26	0
	802	03	FEB	09:00	38917	17479	0	0	0	0	39	26	0
	803	03	FEB	10:00	38917	17489	0	0	0	0	39	26	0
	804	03	FEB	11:00	38917	19144	0	0	0	0	39	26	0
	805	03	FEB	12:00	38917	21498	0	0	0	0	39	26	0
	806	03	FEB	13:00	38917	21168	0	0	0	0	39	26	0
	807	03	FEB	14:00	38917	23200	0	0	0	0	39	26	0
	808	03	FEB	15:00	38917	24271	343	0	0	0	39	26	0
	809	03	FEB	16:00	38917	24976	406	0	0	0	39	26	0
