C	area	de	hourly
	VARIABLES	BEGIN	END
	9	1	8736

C	hourly				BASE	INT	PEAK	BASE	INT	PEAK	BASE	INT	PEAK
					MWh	MWh	MWh	NP Cost - Euro	NP Cost - Euro	NP Cost - Euro	NODU	NODU	NODU
	index	day	month	hour	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP	EXP
	4314	29	JUN	17:00	37932	1492	0	0	0	0	39	2	0
	4315	29	JUN	18:00	37738	1390	0	0	0	0	39	2	0
	4316	29	JUN	19:00	38354	1128	0	0	0	0	39	2	0
	4317	29	JUN	20:00	38405	1421	0	0	0	0	39	2	0
	4318	29	JUN	21:00	37910	1292	0	0	0	0	39	2	0
	4319	29	JUN	22:00	38029	942	0	0	0	0	39	1	0
	4320	29	JUN	23:00	37584	348	0	0	0	0	39	1	0
	4321	30	JUN	00:00	33519	0	0	0	0	0	39	0	0
	4322	30	JUN	01:00	31901	0	0	0	0	0	39	0	0
	4323	30	JUN	02:00	30924	0	0	0	0	0	39	0	0
	4324	30	JUN	03:00	29568	0	0	0	0	0	39	0	0
	4325	30	JUN	04:00	28950	0	0	0	0	0	39	0	0
	4326	30	JUN	05:00	28564	0	0	0	0	0	39	0	0
	4327	30	JUN	06:00	27237	0	0	0	0	0	39	0	0
	4328	30	JUN	07:00	27655	0	0	0	0	0	39	0	0
	4329	30	JUN	08:00	27679	0	0	0	0	0	39	0	0
	4330	30	JUN	09:00	27763	0	0	0	0	0	39	0	0
	4331	30	JUN	10:00	29148	0	0	0	0	0	39	0	0
	4332	30	JUN	11:00	29711	0	0	0	0	0	39	0	0
	4333	30	JUN	12:00	30881	0	0	0	0	0	39	0	0
	4334	30	JUN	13:00	32384	0	0	0	0	0	39	0	0
	4335	30	JUN	14:00	33495	149	0	0	0	0	39	0	0
	4336	30	JUN	15:00	35020	17	0	0	0	0	39	0	0
	4337	30	JUN	16:00	35711	106	0	0	0	0	39	0	0
	4338	30	JUN	17:00	36271	426	0	0	0	0	39	1	0
	4339	30	JUN	18:00	36606	597	0	0	0	0	39	1	0
	4340	30	JUN	19:00	36764	668	0	0	0	0	39	1	0
	4341	30	JUN	20:00	36756	429	0	0	0	0	39	1	0
	4342	30	JUN	21:00	36390	412	0	0	0	0	39	0	0
	4343	30	JUN	22:00	35822	438	0	0	0	0	39	0	0
	4344	30	JUN	23:00	34729	71	0	0	0	0	39	0	0
	4345	01	JUL	00:00	32342	0	0	0	0	0	39	0	0
	4346	01	JUL	01:00	31224	47	0	0	0	0	39	0	0
	4347	01	JUL	02:00	30094	0	0	0	0	0	39	0	0
	4348	01	JUL	03:00	29113	0	0	0	0	0	39	0	0
	4349	01	JUL	04:00	28123	0	0	0	0	0	39	0	0
	4350	01	JUL	05:00	26761	0	0	0	0	0	39	0	0
	4351	01	JUL	06:00	26223	0	0	0	0	0	39	0	0
	4352	01	JUL	07:00	26278	0	0	0	0	0	39	0	0
	4353	01	JUL	08:00	26806	0	0	0	0	0	39	0	0
	4354	01	JUL	09:00	27324	0	0	0	0	0	39	0	0
	4355	01	JUL	10:00	28018	0	0	0	0	0	39	0	0
	4356	01	JUL	11:00	29097	0	0	0	0	0	39	0	0
	4357	01	JUL	12:00	30522	135	0	0	0	0	39	0	0
	4358	01	JUL	13:00	31162	222	0	0	0	0	39	0	0
	4359	01	JUL	14:00	32555	315	0	0	0	0	39	0	0
	4360	01	JUL	15:00	33074	90	0	0	0	0	39	0	0
	4361	01	JUL	16:00	34138	498	0	0	0	0	39	1	0
	4362	01	JUL	17:00	34737	588	0	0	0	0	39	1	0
	4363	01	JUL	18:00	35407	345	0	0	0	0	39	0	0
	4364	01	JUL	19:00	35267	357	0	0	0	0	39	0	0
	4365	01	JUL	20:00	34909	334	0	0	0	0	39	0	0
	4366	01	JUL	21:00	34331	314	0	0	0	0	39	0	0
	4367	01	JUL	22:00	34015	334	0	0	0	0	39	0	0
	4368	01	JUL	23:00	32800	279	0	0	0	0	38	0	0
	4369	02	JUL	00:00	34048	59	0	0	0	0	39	0	0
	4370	02	JUL	01:00	32677	0	0	0	0	0	39	0	0
	4371	02	JUL	02:00	30894	0	0	0	0	0	39	0	0
	4372	02	JUL	03:00	30394	269	0	0	0	0	39	0	0
	4373	02	JUL	04:00	29391	104	0	0	0	0	39	0	0
	4374	02	JUL	05:00	28000	0	0	0	0	0	39	0	0
	4375	02	JUL	06:00	27757	0	0	0	0	0	39	0	0
	4376	02	JUL	07:00	27584	7	0	0	0	0	39	0	0
	4377	02	JUL	08:00	27864	0	0	0	0	0	39	0	0
	4378	02	JUL	09:00	28360	59	0	0	0	0	39	0	0
	4379	02	JUL	10:00	28504	98	0	0	0	0	39	0	0
	4380	02	JUL	11:00	30204	162	0	0	0	0	39	0	0
	4381	02	JUL	12:00	31121	0	0	0	0	0	39	0	0
	4382	02	JUL	13:00	31975	363	0	0	0	0	39	0	0
	4383	02	JUL	14:00	33306	81	0	0	0	0	39	0	0
	4384	02	JUL	15:00	34264	222	0	0	0	0	39	0	0
	4385	02	JUL	16:00	35004	750	0	0	0	0	39	1	0
	4386	02	JUL	17:00	35428	824	0	0	0	0	39	1	0
	4387	02	JUL	18:00	36448	477	0	0	0	0	39	1	0
	4388	02	JUL	19:00	36340	490	0	0	0	0	39	1	0
	4389	02	JUL	20:00	36344	439	0	0	0	0	39	1	0
	4390	02	JUL	21:00	35641	304	0	0	0	0	39	1	0
	4391	02	JUL	22:00	35011	619	0	0	0	0	39	1	0
	4392	02	JUL	23:00	34242	154	0	0	0	0	39	1	0
	4393	03	JUL	00:00	36232	775	0	0	0	0	39	1	0
	4394	03	JUL	01:00	35109	110	0	0	0	0	39	1	0
	4395	03	JUL	02:00	34884	566	0	0	0	0	39	1	0
	4396	03	JUL	03:00	32942	0	0	0	0	0	39	0	0
	4397	03	JUL	04:00	32174	0	0	0	0	0	39	0	0
	4398	03	JUL	05:00	32271	0	0	0	0	0	39	0	0
	4399	03	JUL	06:00	31771	0	0	0	0	0	39	0	0
	4400	03	JUL	07:00	31209	0	0	0	0	0	39	0	0
	4401	03	JUL	08:00	31665	226	0	0	0	0	39	0	0
	4402	03	JUL	09:00	31631	284	0	0	0	0	39	0	0
	4403	03	JUL	10:00	32686	374	0	0	0	0	39	0	0
	4404	03	JUL	11:00	33595	496	0	0	0	0	39	1	0
	4405	03	JUL	12:00	34341	47	0	0	0	0	39	1	0
	4406	03	JUL	13:00	35390	481	0	0	0	0	39	1	0
	4407	03	JUL	14:00	37479	780	0	0	0	0	39	1	0
	4408	03	JUL	15:00	37668	267	0	0	0	0	39	1	0
	4409	03	JUL	16:00	38322	905	0	0	0	0	39	1	0
	4410	03	JUL	17:00	38627	978	0	0	0	0	39	2	0
	4411	03	JUL	18:00	38240	1455	0	0	0	0	39	2	0
	4412	03	JUL	19:00	39229	1152	0	0	0	0	39	2	0
	4413	03	JUL	20:00	39169	1376	0	0	0	0	39	2	0
	4414	03	JUL	21:00	38789	574	0	0	0	0	39	1	0
	4415	03	JUL	22:00	38415	1092	0	0	0	0	39	1	0
	4416	03	JUL	23:00	37164	224	0	0	0	0	39	1	0
	4417	04	JUL	00:00	38741	767	0	0	0	0	39	1	0
	4418	04	JUL	01:00	37492	80	0	0	0	0	39	1	0
	4419	04	JUL	02:00	36583	1028	0	0	0	0	39	1	0
	4420	04	JUL	03:00	36813	0	0	0	0	0	39	0	0
	4421	04	JUL	04:00	35897	0	0	0	0	0	39	0	0
	4422	04	JUL	05:00	34801	193	0	0	0	0	39	0	0
	4423	04	JUL	06:00	34859	119	0	0	0	0	39	0	0
	4424	04	JUL	07:00	35168	0	0	0	0	0	39	0	0
	4425	04	JUL	08:00	33999	0	0	0	0	0	39	0	0
	4426	04	JUL	09:00	34914	0	0	0	0	0	39	0	0
	4427	04	JUL	10:00	35985	0	0	0	0	0	39	0	0
	4428	04	JUL	11:00	36380	31	0	0	0	0	39	0	0
	4429	04	JUL	12:00	37639	360	0	0	0	0	39	0	0
	4430	04	JUL	13:00	38696	542	0	0	0	0	39	1	0
	4431	04	JUL	14:00	38054	580	0	0	0	0	39	1	0
	4432	04	JUL	15:00	38320	2558	0	0	0	0	39	3	0
	4433	04	JUL	16:00	39000	2383	0	0	0	0	39	3	0
	4434	04	JUL	17:00	38771	2793	0	0	0	0	39	4	0
	4435	04	JUL	18:00	38855	2591	0	0	0	0	39	4	0
	4436	04	JUL	19:00	38840	2934	0	0	0	0	39	4	0
	4437	04	JUL	20:00	38800	2292	0	0	0	0	39	4	0
	4438	04	JUL	21:00	39000	2814	0	0	0	0	39	4	0
	4439	04	JUL	22:00	38954	2399	0	0	0	0	39	3	0
	4440	04	JUL	23:00	38995	2092	0	0	0	0	39	3	0
	4441	05	JUL	00:00	38068	1551	0	0	0	0	39	2	0
	4442	05	JUL	01:00	36960	446	0	0	0	0	39	1	0
	4443	05	JUL	02:00	36484	658	0	0	0	0	39	1	0
	4444	05	JUL	03:00	36590	9	0	0	0	0	39	0	0
	4445	05	JUL	04:00	36756	465	0	0	0	0	39	1	0
	4446	05	JUL	05:00	35253	0	0	0	0	0	39	0	0
	4447	05	JUL	06:00	36178	93	0	0	0	0	39	0	0
	4448	05	JUL	07:00	35832	96	0	0	0	0	39	0	0
	4449	05	JUL	08:00	36016	0	0	0	0	0	39	0	0
	4450	05	JUL	09:00	36198	268	0	0	0	0	39	0	0
	4451	05	JUL	10:00	37000	327	0	0	0	0	39	0	0
	4452	05	JUL	11:00	36490	504	0	0	0	0	39	1	0
	4453	05	JUL	12:00	37629	436	0	0	0	0	39	1	0
	4454	05	JUL	13:00	37914	941	0	0	0	0	39	1	0
	4455	05	JUL	14:00	37628	908	0	0	0	0	39	2	0
	4456	05	JUL	15:00	38046	1281	0	0	0	0	39	2	0
	4457	05	JUL	16:00	38117	1569	0	0	0	0	39	2	0
	4458	05	JUL	17:00	38239	2569	0	0	0	0	39	3	0
	4459	05	JUL	18:00	38595	2900	0	0	0	0	39	4	0
	4460	05	JUL	19:00	38624	3315	0	0	0	0	39	4	0
	4461	05	JUL	20:00	38655	2343	0	0	0	0	39	4	0
	4462	05	JUL	21:00	38240	3433	0	0	0	0	39	4	0
	4463	05	JUL	22:00	38269	1859	0	0	0	0	39	3	0
	4464	05	JUL	23:00	38487	1290	0	0	0	0	39	2	0
	4465	06	JUL	00:00	36900	50	0	0	0	0	39	0	0
	4466	06	JUL	01:00	36076	249	0	0	0	0	39	0	0
	4467	06	JUL	02:00	35718	0	0	0	0	0	39	0	0
	4468	06	JUL	03:00	34114	0	0	0	0	0	39	0	0
	4469	06	JUL	04:00	33114	0	0	0	0	0	39	0	0
	4470	06	JUL	05:00	31679	0	0	0	0	0	39	0	0
	4471	06	JUL	06:00	32534	0	0	0	0	0	39	0	0
	4472	06	JUL	07:00	32901	0	0	0	0	0	39	0	0
	4473	06	JUL	08:00	33023	0	0	0	0	0	39	0	0
	4474	06	JUL	09:00	33561	0	0	0	0	0	39	0	0
	4475	06	JUL	10:00	34233	0	0	0	0	0	39	0	0
	4476	06	JUL	11:00	34340	0	0	0	0	0	39	0	0
	4477	06	JUL	12:00	36113	0	0	0	0	0	39	0	0
	4478	06	JUL	13:00	36437	0	0	0	0	0	39	0	0
	4479	06	JUL	14:00	37871	0	0	0	0	0	39	0	0
	4480	06	JUL	15:00	38398	436	0	0	0	0	39	1	0
	4481	06	JUL	16:00	37812	373	0	0	0	0	39	0	0
	4482	06	JUL	17:00	37560	774	0	0	0	0	39	1	0
	4483	06	JUL	18:00	38526	571	0	0	0	0	39	1	0
	4484	06	JUL	19:00	38647	1764	0	0	0	0	39	2	0
	4485	06	JUL	20:00	38432	623	0	0	0	0	39	1	0
	4486	06	JUL	21:00	38495	609	0	0	0	0	39	1	0
	4487	06	JUL	22:00	38508	352	0	0	0	0	39	1	0
	4488	06	JUL	23:00	38002	150	0	0	0	0	39	0	0
	4489	07	JUL	00:00	34281	0	0	0	0	0	38	0	0
	4490	07	JUL	01:00	32254	0	0	0	0	0	38	0	0
	4491	07	JUL	02:00	31400	0	0	0	0	0	38	0	0
	4492	07	JUL	03:00	30125	0	0	0	0	0	38	0	0
	4493	07	JUL	04:00	28721	0	0	0	0	0	38	0	0
	4494	07	JUL	05:00	28169	0	0	0	0	0	38	0	0
	4495	07	JUL	06:00	27679	0	0	0	0	0	38	0	0
	4496	07	JUL	07:00	27197	0	0	0	0	0	38	0	0
	4497	07	JUL	08:00	27625	0	0	0	0	0	38	0	0
	4498	07	JUL	09:00	27873	0	0	0	0	0	38	0	0
	4499	07	JUL	10:00	28648	0	0	0	0	0	38	0	0
	4500	07	JUL	11:00	29722	0	0	0	0	0	38	0	0
	4501	07	JUL	12:00	30795	0	0	0	0	0	38	0	0
	4502	07	JUL	13:00	32224	0	0	0	0	0	38	0	0
	4503	07	JUL	14:00	33495	0	0	0	0	0	38	0	0
	4504	07	JUL	15:00	34560	0	0	0	0	0	38	0	0
	4505	07	JUL	16:00	35893	82	0	0	0	0	39	0	0
	4506	07	JUL	17:00	36611	127	0	0	0	0	39	0	0
	4507	07	JUL	18:00	36969	177	0	0	0	0	39	0	0
	4508	07	JUL	19:00	37103	261	0	0	0	0	39	0	0
	4509	07	JUL	20:00	36922	129	0	0	0	0	39	0	0
	4510	07	JUL	21:00	35945	224	0	0	0	0	39	0	0
	4511	07	JUL	22:00	35391	98	0	0	0	0	38	0	0
	4512	07	JUL	23:00	34435	0	0	0	0	0	38	0	0
	4513	08	JUL	00:00	31646	0	0	0	0	0	38	0	0
	4514	08	JUL	01:00	30416	0	0	0	0	0	38	0	0
	4515	08	JUL	02:00	28733	0	0	0	0	0	38	0	0
	4516	08	JUL	03:00	27760	0	0	0	0	0	38	0	0
	4517	08	JUL	04:00	27168	0	0	0	0	0	38	0	0
	4518	08	JUL	05:00	25847	0	0	0	0	0	38	0	0
	4519	08	JUL	06:00	25918	0	0	0	0	0	38	0	0
	4520	08	JUL	07:00	25270	0	0	0	0	0	38	0	0
	4521	08	JUL	08:00	25322	0	0	0	0	0	38	0	0
	4522	08	JUL	09:00	26285	0	0	0	0	0	38	0	0
	4523	08	JUL	10:00	26984	0	0	0	0	0	38	0	0
	4524	08	JUL	11:00	27903	0	0	0	0	0	38	0	0
	4525	08	JUL	12:00	28884	0	0	0	0	0	38	0	0
	4526	08	JUL	13:00	30524	0	0	0	0	0	38	0	0
	4527	08	JUL	14:00	31624	0	0	0	0	0	38	0	0
	4528	08	JUL	15:00	32564	0	0	0	0	0	38	0	0
	4529	08	JUL	16:00	33995	1	0	0	0	0	38	0	0
	4530	08	JUL	17:00	34429	75	0	0	0	0	38	0	0
	4531	08	JUL	18:00	35284	80	0	0	0	0	38	0	0
	4532	08	JUL	19:00	35243	70	0	0	0	0	38	0	0
	4533	08	JUL	20:00	35602	99	0	0	0	0	38	0	0
	4534	08	JUL	21:00	35131	250	0	0	0	0	38	0	0
	4535	08	JUL	22:00	34040	2	0	0	0	0	38	0	0
	4536	08	JUL	23:00	33764	0	0	0	0	0	38	0	0
	4537	09	JUL	00:00	34004	0	0	0	0	0	38	0	0
	4538	09	JUL	01:00	32551	0	0	0	0	0	38	0	0
	4539	09	JUL	02:00	31490	0	0	0	0	0	38	0	0
	4540	09	JUL	03:00	30103	0	0	0	0	0	38	0	0
	4541	09	JUL	04:00	29649	0	0	0	0	0	38	0	0
	4542	09	JUL	05:00	28504	0	0	0	0	0	38	0	0
	4543	09	JUL	06:00	27391	0	0	0	0	0	38	0	0
	4544	09	JUL	07:00	27429	0	0	0	0	0	38	0	0
	4545	09	JUL	08:00	27688	0	0	0	0	0	38	0	0
	4546	09	JUL	09:00	27754	0	0	0	0	0	38	0	0
	4547	09	JUL	10:00	28967	0	0	0	0	0	38	0	0
	4548	09	JUL	11:00	29465	0	0	0	0	0	38	0	0
	4549	09	JUL	12:00	30780	0	0	0	0	0	38	0	0
	4550	09	JUL	13:00	32151	0	0	0	0	0	38	0	0
	4551	09	JUL	14:00	33428	26	0	0	0	0	38	0	0
	4552	09	JUL	15:00	34579	45	0	0	0	0	38	0	0
	4553	09	JUL	16:00	35610	165	0	0	0	0	38	0	0
	4554	09	JUL	17:00	36140	661	0	0	0	0	38	1	0
	4555	09	JUL	18:00	36392	652	0	0	0	0	38	1	0
	4556	09	JUL	19:00	36761	572	0	0	0	0	38	1	0
	4557	09	JUL	20:00	36265	627	0	0	0	0	38	1	0
	4558	09	JUL	21:00	35889	234	0	0	0	0	38	0	0
	4559	09	JUL	22:00	35428	17	0	0	0	0	38	0	0
	4560	09	JUL	23:00	34948	0	0	0	0	0	38	0	0
	4561	10	JUL	00:00	36862	849	0	0	0	0	38	1	0
	4562	10	JUL	01:00	35849	278	0	0	0	0	38	0	0
	4563	10	JUL	02:00	35678	0	0	0	0	0	38	0	0
	4564	10	JUL	03:00	34706	0	0	0	0	0	38	0	0
	4565	10	JUL	04:00	33449	0	0	0	0	0	38	0	0
	4566	10	JUL	05:00	32873	0	0	0	0	0	38	0	0
	4567	10	JUL	06:00	32643	0	0	0	0	0	38	0	0
	4568	10	JUL	07:00	31925	0	0	0	0	0	38	0	0
	4569	10	JUL	08:00	31917	0	0	0	0	0	38	0	0
	4570	10	JUL	09:00	32814	0	0	0	0	0	38	0	0
	4571	10	JUL	10:00	33974	0	0	0	0	0	38	0	0
	4572	10	JUL	11:00	34503	0	0	0	0	0	38	0	0
	4573	10	JUL	12:00	35098	79	0	0	0	0	38	0	0
	4574	10	JUL	13:00	36612	54	0	0	0	0	38	0	0
	4575	10	JUL	14:00	37074	438	0	0	0	0	38	1	0
	4576	10	JUL	15:00	37329	924	0	0	0	0	38	1	0
	4577	10	JUL	16:00	37006	1945	0	0	0	0	38	2	0
	4578	10	JUL	17:00	37627	2115	0	0	0	0	38	3	0
	4579	10	JUL	18:00	37918	2255	0	0	0	0	39	3	0
	4580	10	JUL	19:00	38022	1917	0	0	0	0	39	3	0
	4581	10	JUL	20:00	37624	2423	0	0	0	0	39	3	0
	4582	10	JUL	21:00	37553	1750	0	0	0	0	39	2	0
	4583	10	JUL	22:00	37074	1437	0	0	0	0	39	2	0
	4584	10	JUL	23:00	36946	710	0	0	0	0	39	1	0
	4585	11	JUL	00:00	37991	791	0	0	0	0	38	1	0
	4586	11	JUL	01:00	37023	1525	0	0	0	0	38	2	0
	4587	11	JUL	02:00	36613	840	0	0	0	0	38	1	0
	4588	11	JUL	03:00	35992	351	0	0	0	0	38	0	0
	4589	11	JUL	04:00	35518	386	0	0	0	0	38	1	0
	4590	11	JUL	05:00	35059	478	0	0	0	0	38	1	0
	4591	11	JUL	06:00	34570	149	0	0	0	0	38	0	0
	4592	11	JUL	07:00	35250	33	0	0	0	0	38	0	0
	4593	11	JUL	08:00	34434	102	0	0	0	0	38	0	0
	4594	11	JUL	09:00	35649	108	0	0	0	0	38	0	0
	4595	11	JUL	10:00	35995	355	0	0	0	0	38	0	0
	4596	11	JUL	11:00	36535	554	0	0	0	0	38	1	0
	4597	11	JUL	12:00	36240	1257	0	0	0	0	38	1	0
	4598	11	JUL	13:00	37426	801	0	0	0	0	38	2	0
	4599	11	JUL	14:00	37824	2049	0	0	0	0	38	2	0
	4600	11	JUL	15:00	38119	1610	0	0	0	0	38	3	0
	4601	11	JUL	16:00	38277	3017	0	0	0	0	38	3	0
	4602	11	JUL	17:00	38369	2313	0	0	0	0	38	3	0
	4603	11	JUL	18:00	38417	2846	0	0	0	0	38	4	0
	4604	11	JUL	19:00	38054	3236	0	0	0	0	38	4	0
	4605	11	JUL	20:00	38076	2777	0	0	0	0	38	4	0
	4606	11	JUL	21:00	38332	3221	0	0	0	0	38	4	0
	4607	11	JUL	22:00	37788	3250	0	0	0	0	38	4	0
	4608	11	JUL	23:00	37577	1930	0	0	0	0	38	2	0
	4609	12	JUL	00:00	37596	969	0	0	0	0	38	1	0
	4610	12	JUL	01:00	37116	639	0	0	0	0	38	1	0
	4611	12	JUL	02:00	37163	673	0	0	0	0	38	1	0
	4612	12	JUL	03:00	36666	267	0	0	0	0	38	0	0
	4613	12	JUL	04:00	36046	510	0	0	0	0	38	1	0
	4614	12	JUL	05:00	35779	167	0	0	0	0	38	0	0
	4615	12	JUL	06:00	35560	295	0	0	0	0	38	0	0
	4616	12	JUL	07:00	35749	60	0	0	0	0	38	0	0
	4617	12	JUL	08:00	35416	157	0	0	0	0	38	0	0
	4618	12	JUL	09:00	36177	67	0	0	0	0	38	0	0
	4619	12	JUL	10:00	35528	153	0	0	0	0	38	0	0
	4620	12	JUL	11:00	36971	806	0	0	0	0	38	1	0
	4621	12	JUL	12:00	36933	706	0	0	0	0	38	1	0
	4622	12	JUL	13:00	37318	1523	0	0	0	0	38	2	0
	4623	12	JUL	14:00	37591	1099	0	0	0	0	38	2	0
	4624	12	JUL	15:00	37312	2795	0	0	0	0	38	3	0
	4625	12	JUL	16:00	37703	2810	0	0	0	0	38	3	0
	4626	12	JUL	17:00	38369	3936	0	0	0	0	39	5	0
	4627	12	JUL	18:00	37922	4327	0	0	0	0	39	5	0
	4628	12	JUL	19:00	38145	3708	0	0	0	0	39	5	0
	4629	12	JUL	20:00	38093	4533	0	0	0	0	39	5	0
	4630	12	JUL	21:00	37924	3708	0	0	0	0	38	5	0
	4631	12	JUL	22:00	37753	3059	0	0	0	0	38	4	0
	4632	12	JUL	23:00	37732	2405	0	0	0	0	38	3	0
	4633	13	JUL	00:00	36146	623	0	0	0	0	38	1	0
	4634	13	JUL	01:00	36242	608	0	0	0	0	38	1	0
	4635	13	JUL	02:00	36185	59	0	0	0	0	38	0	0
	4636	13	JUL	03:00	35135	0	0	0	0	0	38	0	0
	4637	13	JUL	04:00	34692	0	0	0	0	0	38	0	0
	4638	13	JUL	05:00	33808	89	0	0	0	0	38	0	0
	4639	13	JUL	06:00	33144	0	0	0	0	0	38	0	0
	4640	13	JUL	07:00	32660	11	0	0	0	0	38	0	0
	4641	13	JUL	08:00	33162	0	0	0	0	0	38	0	0
	4642	13	JUL	09:00	33686	0	0	0	0	0	38	0	0
	4643	13	JUL	10:00	34174	13	0	0	0	0	38	0	0
	4644	13	JUL	11:00	35381	0	0	0	0	0	38	0	0
	4645	13	JUL	12:00	36438	0	0	0	0	0	38	0	0
	4646	13	JUL	13:00	35596	666	0	0	0	0	38	1	0
	4647	13	JUL	14:00	36999	1038	0	0	0	0	38	1	0
	4648	13	JUL	15:00	37159	1058	0	0	0	0	38	2	0
	4649	13	JUL	16:00	37103	1741	0	0	0	0	38	3	0
	4650	13	JUL	17:00	37859	2050	0	0	0	0	38	3	0
	4651	13	JUL	18:00	37737	1941	0	0	0	0	38	3	0
	4652	13	JUL	19:00	37829	2529	0	0	0	0	38	3	0
	4653	13	JUL	20:00	37953	2032	0	0	0	0	38	3	0
	4654	13	JUL	21:00	37973	1743	0	0	0	0	38	3	0
	4655	13	JUL	22:00	37693	2218	0	0	0	0	38	3	0
	4656	13	JUL	23:00	37206	1705	0	0	0	0	38	2	0
	4657	14	JUL	00:00	35002	31	0	0	0	0	38	0	0
	4658	14	JUL	01:00	33446	0	0	0	0	0	38	0	0
	4659	14	JUL	02:00	32383	0	0	0	0	0	38	0	0
	4660	14	JUL	03:00	30653	0	0	0	0	0	38	0	0
	4661	14	JUL	04:00	30036	0	0	0	0	0	38	0	0
	4662	14	JUL	05:00	29337	0	0	0	0	0	38	0	0
	4663	14	JUL	06:00	28627	0	0	0	0	0	38	0	0
	4664	14	JUL	07:00	28666	0	0	0	0	0	38	0	0
	4665	14	JUL	08:00	28335	0	0	0	0	0	38	0	0
	4666	14	JUL	09:00	29198	0	0	0	0	0	38	0	0
	4667	14	JUL	10:00	29608	0	0	0	0	0	38	0	0
	4668	14	JUL	11:00	30429	0	0	0	0	0	38	0	0
	4669	14	JUL	12:00	31489	0	0	0	0	0	38	0	0
	4670	14	JUL	13:00	32986	0	0	0	0	0	38	0	0
	4671	14	JUL	14:00	34422	0	0	0	0	0	38	0	0
	4672	14	JUL	15:00	35343	0	0	0	0	0	38	0	0
	4673	14	JUL	16:00	36404	392	0	0	0	0	38	1	0
	4674	14	JUL	17:00	36187	137	0	0	0	0	38	0	0
	4675	14	JUL	18:00	36874	622	0	0	0	0	38	1	0
	4676	14	JUL	19:00	37219	666	0	0	0	0	39	1	0
	4677	14	JUL	20:00	36712	451	0	0	0	0	39	1	0
	4678	14	JUL	21:00	36352	226	0	0	0	0	38	0	0
	4679	14	JUL	22:00	36197	94	0	0	0	0	38	0	0
	4680	14	JUL	23:00	35056	99	0	0	0	0	38	0	0
	4681	15	JUL	00:00	32286	0	0	0	0	0	38	0	0
	4682	15	JUL	01:00	30613	0	0	0	0	0	38	0	0
	4683	15	JUL	02:00	28966	0	0	0	0	0	38	0	0
	4684	15	JUL	03:00	28330	0	0	0	0	0	38	0	0
	4685	15	JUL	04:00	27212	0	0	0	0	0	38	0	0
	4686	15	JUL	05:00	26233	0	0	0	0	0	38	0	0
	4687	15	JUL	06:00	25926	0	0	0	0	0	38	0	0
	4688	15	JUL	07:00	25252	0	0	0	0	0	38	0	0
	4689	15	JUL	08:00	25544	0	0	0	0	0	38	0	0
	4690	15	JUL	09:00	26338	0	0	0	0	0	38	0	0
	4691	15	JUL	10:00	27040	0	0	0	0	0	38	0	0
	4692	15	JUL	11:00	27923	0	0	0	0	0	38	0	0
	4693	15	JUL	12:00	29373	0	0	0	0	0	38	0	0
	4694	15	JUL	13:00	29907	0	0	0	0	0	38	0	0
	4695	15	JUL	14:00	32026	0	0	0	0	0	38	0	0
	4696	15	JUL	15:00	33137	0	0	0	0	0	38	0	0
	4697	15	JUL	16:00	34055	0	0	0	0	0	38	0	0
	4698	15	JUL	17:00	35429	0	0	0	0	0	39	0	0
	4699	15	JUL	18:00	35328	162	0	0	0	0	39	0	0
	4700	15	JUL	19:00	35301	24	0	0	0	0	39	0	0
	4701	15	JUL	20:00	35663	55	0	0	0	0	39	0	0
	4702	15	JUL	21:00	34608	22	0	0	0	0	39	0	0
	4703	15	JUL	22:00	34327	0	0	0	0	0	39	0	0
	4704	15	JUL	23:00	32437	0	0	0	0	0	39	0	0
	4705	16	JUL	00:00	32984	0	0	0	0	0	39	0	0
	4706	16	JUL	01:00	31377	0	0	0	0	0	39	0	0
	4707	16	JUL	02:00	30441	0	0	0	0	0	39	0	0
	4708	16	JUL	03:00	29276	0	0	0	0	0	39	0	0
	4709	16	JUL	04:00	27299	0	0	0	0	0	39	0	0
	4710	16	JUL	05:00	27489	0	0	0	0	0	39	0	0
	4711	16	JUL	06:00	27094	0	0	0	0	0	39	0	0
	4712	16	JUL	07:00	26013	0	0	0	0	0	39	0	0
	4713	16	JUL	08:00	26824	0	0	0	0	0	39	0	0
	4714	16	JUL	09:00	27650	0	0	0	0	0	39	0	0
	4715	16	JUL	10:00	27781	0	0	0	0	0	39	0	0
	4716	16	JUL	11:00	29079	0	0	0	0	0	39	0	0
	4717	16	JUL	12:00	29986	0	0	0	0	0	39	0	0
	4718	16	JUL	13:00	31420	0	0	0	0	0	39	0	0
	4719	16	JUL	14:00	32184	0	0	0	0	0	39	0	0
	4720	16	JUL	15:00	33724	0	0	0	0	0	39	0	0
	4721	16	JUL	16:00	34884	0	0	0	0	0	39	0	0
	4722	16	JUL	17:00	35328	0	0	0	0	0	39	0	0
	4723	16	JUL	18:00	35777	0	0	0	0	0	39	0	0
	4724	16	JUL	19:00	35939	20	0	0	0	0	39	0	0
	4725	16	JUL	20:00	35674	32	0	0	0	0	39	0	0
	4726	16	JUL	21:00	35590	0	0	0	0	0	39	0	0
	4727	16	JUL	22:00	34405	0	0	0	0	0	39	0	0
	4728	16	JUL	23:00	32983	0	0	0	0	0	39	0	0
	4729	17	JUL	00:00	35636	0	0	0	0	0	39	0	0
