system	set of areas	va	hourly
	VARIABLES	BEGIN	END
	44	1	8736

system	hourly				OV. COST	OP. COST	MRG. PRICE	CO2 EMIS.	NH3 EMIS.	SO2 EMIS.	NOX EMIS.	PM2_5 EMIS.	PM5 EMIS.	PM10 EMIS.	NMVOC EMIS.	OP1 EMIS.	OP2 EMIS.	OP3 EMIS.	OP4 EMIS.	OP5 EMIS.	BALANCE	ROW BAL.	PSP	MISC. NDG	LOAD	H. ROR	WIND	SOLAR	H. STOR	H. PUMP	H. LEV	H. INFL	H. OVFL	H. VAL	H. COST	UNSP. ENRG	SPIL. ENRG	LOLD	LOLP	NPCAP HOURS	AVL DTG	DTG MRG	MAX MRG	NP COST	RES LOAD	NODU	GAS_TH_PROD	OIL_TH_PROD
					Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	Euro	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	MWh	%	MWh	%	Euro/MWh	Euro	MWh	MWh	Hours	%	Hours	MWh	MWh	MWh	Euro	MWh	 	MWh	MWh
	index	day	month	hour																																												
	5097	01	AUG	08:00	3650	3650	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6485	0	712	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3427	3427	0	5773	1	73	0
	5098	01	AUG	09:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6472	0	911	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	5561	0	0	0
	5099	01	AUG	10:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6351	0	735	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	5616	0	0	0
	5100	01	AUG	11:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6276	0	981	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	5295	0	0	0
	5101	01	AUG	12:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6164	0	1451	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	4713	0	0	0
	5102	01	AUG	13:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6019	0	686	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	5333	0	0	0
	5103	01	AUG	14:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6027	0	476	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	5551	0	0	0
	5104	01	AUG	15:00	25600	25600	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6409	0	197	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	2988	2988	0	6212	2	512	0
	5105	01	AUG	16:00	31150	31150	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6714	0	391	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	2877	2877	0	6323	2	623	0
	5106	01	AUG	17:00	26700	26700	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6613	0	379	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	2966	2966	0	6234	2	534	0
	5107	01	AUG	18:00	24750	24750	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6195	0	0	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3005	3005	0	6195	1	495	0
	5108	01	AUG	19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5716	0	53	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	5663	0	0	0
	5109	01	AUG	20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5828	0	144	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	5684	0	0	0
	5110	01	AUG	21:00	17153	17153	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5710	0	326	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3157	3157	0	5384	1	343	0
	5111	01	AUG	22:00	20150	20150	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5649	0	246	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3097	3097	0	5403	1	403	0
	5112	01	AUG	23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5564	0	896	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	4668	0	0	0
	5113	02	AUG	00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5472	0	1273	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	4199	0	0	0
	5114	02	AUG	01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5260	0	1902	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	3358	0	0	0
	5115	02	AUG	02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5232	0	1711	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	3521	0	0	0
	5116	02	AUG	03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5478	0	1735	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	3743	0	0	0
	5117	02	AUG	04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5811	0	1947	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	3864	0	0	0
	5118	02	AUG	05:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6475	0	2402	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	4073	0	0	0
	5119	02	AUG	06:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6661	0	2103	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	4558	0	0	0
	5120	02	AUG	07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6627	0	2903	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	3724	0	0	0
	5121	02	AUG	08:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6581	0	3264	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	3317	0	0	0
	5122	02	AUG	09:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6553	0	4209	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2344	0	0	0
	5123	02	AUG	10:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6404	0	3558	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2846	0	0	0
	5124	02	AUG	11:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6311	0	3517	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2794	0	0	0
	5125	02	AUG	12:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6185	0	4280	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	1905	0	0	0
	5126	02	AUG	13:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6020	0	3889	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	2131	0	0	0
	5127	02	AUG	14:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6006	0	6049	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-43	0	0	0
	5128	02	AUG	15:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6366	0	7117	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-751	0	0	0
	5129	02	AUG	16:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6651	0	6226	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	425	0	0	0
	5130	02	AUG	17:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6539	0	7808	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-1269	0	0	0
	5131	02	AUG	18:00	221650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6135	0	8087	0	0	0	N/A	0	N/A	N/A	0	0	443	0	0	0	3500	3500	3943	0	-1952	0	0	0
	5132	02	AUG	19:00	523250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5674	0	8245	0	0	0	N/A	0	N/A	N/A	0	0	1046	0	0	0	3500	3500	4546	0	-2571	0	0	0
	5133	02	AUG	20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5739	0	7099	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-1360	0	0	0
	5134	02	AUG	21:00	264450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5612	0	7601	0	0	0	N/A	0	N/A	N/A	0	0	529	0	0	0	3500	3500	4029	0	-1989	0	0	0
	5135	02	AUG	22:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5564	0	6512	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-948	0	0	0
	5136	02	AUG	23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5485	0	6265	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3500	3500	3500	0	-780	0	0	0
	5137	03	AUG	00:00	68800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5403	0	6934	0	0	0	N/A	0	N/A	N/A	0	0	138	0	0	0	3100	3100	3238	0	-1531	0	0	0
	5138	03	AUG	01:00	416750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5185	0	7465	0	0	0	N/A	0	N/A	N/A	0	0	834	0	0	0	3100	3100	3934	0	-2280	0	0	0
	5139	03	AUG	02:00	232950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5135	0	7001	0	0	0	N/A	0	N/A	N/A	0	0	466	0	0	0	3100	3100	3566	0	-1866	0	0	0
	5140	03	AUG	03:00	74950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5361	0	6901	0	0	0	N/A	0	N/A	N/A	0	0	150	0	0	0	3100	3100	3250	0	-1540	0	0	0
	5141	03	AUG	04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5681	0	6981	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3100	3100	3100	0	-1300	0	0	0
	5142	03	AUG	05:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6335	0	6029	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3100	3100	3100	0	306	0	0	0
	5143	03	AUG	06:00	27200	27200	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6510	0	5266	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3100	2556	2556	0	1244	2	544	0
	5144	03	AUG	07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6483	0	6274	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3100	3100	3100	0	209	0	0	0
	5145	03	AUG	08:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6441	0	6276	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3100	3100	3100	0	165	0	0	0
	5146	03	AUG	09:00	32500	32500	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6422	0	5072	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3100	2450	2450	0	1350	2	650	0
	5147	03	AUG	10:00	30200	30200	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6300	0	4996	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3100	2496	2496	0	1304	2	604	0
	5148	03	AUG	11:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6225	0	6150	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3100	3100	3100	0	75	0	0	0
	5149	03	AUG	12:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6096	0	6922	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3100	3100	3100	0	-826	0	0	0
	5150	03	AUG	13:00	131800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5934	0	7664	0	0	0	N/A	0	N/A	N/A	0	0	264	0	0	0	3100	3100	3364	0	-1730	0	0	0
	5151	03	AUG	14:00	512350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5928	0	8503	0	0	0	N/A	0	N/A	N/A	0	0	1025	0	0	0	3100	3100	4125	0	-2575	0	0	0
	5152	03	AUG	15:00	513700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6306	0	8926	0	0	0	N/A	0	N/A	N/A	0	0	1027	0	0	0	3100	3100	4127	0	-2620	0	0	0
	5153	03	AUG	16:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6605	0	7553	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3100	3100	3100	0	-948	0	0	0
	5154	03	AUG	17:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6509	0	7483	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3100	3100	3100	0	-974	0	0	0
	5155	03	AUG	18:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6128	0	6415	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3100	3100	3100	0	-287	0	0	0
	5156	03	AUG	19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5684	0	4174	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3100	3100	3100	0	1510	0	0	0
	5157	03	AUG	20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5751	0	2677	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3100	3100	3100	0	3074	0	0	0
	5158	03	AUG	21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5632	0	3197	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3100	3100	3100	0	2435	0	0	0
	5159	03	AUG	22:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5465	0	2579	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3100	3100	3100	0	2886	0	0	0
	5160	03	AUG	23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5365	0	1838	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	3100	3100	3100	0	3527	0	0	0
	5161	04	AUG	00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5228	0	2306	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	2922	0	0	0
	5162	04	AUG	01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5057	0	3168	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	1889	0	0	0
	5163	04	AUG	02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4947	0	2600	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	2347	0	0	0
	5164	04	AUG	03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5002	0	3927	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	1075	0	0	0
	5165	04	AUG	04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5149	0	4427	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	722	0	0	0
	5166	04	AUG	05:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5387	0	3392	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	1995	0	0	0
	5167	04	AUG	06:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5640	0	3237	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	2403	0	0	0
	5168	04	AUG	07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5619	0	3126	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	2493	0	0	0
	5169	04	AUG	08:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5616	0	3488	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	2128	0	0	0
	5170	04	AUG	09:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5594	0	2684	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	2910	0	0	0
	5171	04	AUG	10:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5632	0	3400	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	2232	0	0	0
	5172	04	AUG	11:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5483	0	3281	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	2202	0	0	0
	5173	04	AUG	12:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5478	0	3338	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	2140	0	0	0
	5174	04	AUG	13:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5365	0	5116	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	249	0	0	0
	5175	04	AUG	14:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5362	0	5185	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	177	0	0	0
	5176	04	AUG	15:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5647	0	4937	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	710	0	0	0
	5177	04	AUG	16:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5815	0	4281	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	1534	0	0	0
	5178	04	AUG	17:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5807	0	5500	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	307	0	0	0
	5179	04	AUG	18:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5497	0	2830	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	2667	0	0	0
	5180	04	AUG	19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5351	0	2306	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	3045	0	0	0
	5181	04	AUG	20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5561	0	3176	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	2385	0	0	0
	5182	04	AUG	21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5534	0	3146	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	2388	0	0	0
	5183	04	AUG	22:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5254	0	2346	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	2908	0	0	0
	5184	04	AUG	23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5193	0	3045	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	2148	0	0	0
	5185	05	AUG	00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5050	0	2307	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	2743	0	0	0
	5186	05	AUG	01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4876	0	1877	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	2999	0	0	0
	5187	05	AUG	02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4752	0	1589	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	3163	0	0	0
	5188	05	AUG	03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4752	0	2559	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	2193	0	0	0
	5189	05	AUG	04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4800	0	3028	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	1772	0	0	0
	5190	05	AUG	05:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4918	0	3135	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	1783	0	0	0
	5191	05	AUG	06:00	27750	27750	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5058	0	1803	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2345	2345	0	3255	2	555	0
	5192	05	AUG	07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5346	0	3768	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	1578	0	0	0
	5193	05	AUG	08:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5433	0	3910	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	1523	0	0	0
	5194	05	AUG	09:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5495	0	5056	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	439	0	0	0
	5195	05	AUG	10:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5547	0	5039	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	508	0	0	0
	5196	05	AUG	11:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5398	0	5891	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	-493	0	0	0
	5197	05	AUG	12:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5118	0	5249	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	-131	0	0	0
	5198	05	AUG	13:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4916	0	5491	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	-575	0	0	0
	5199	05	AUG	14:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5020	0	5301	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	-281	0	0	0
	5200	05	AUG	15:00	51550	51550	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5300	0	3569	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	1869	1869	0	1731	3	1031	0
	5201	05	AUG	16:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5567	0	6818	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	-1251	0	0	0
	5202	05	AUG	17:00	1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5681	0	7093	0	0	0	N/A	0	N/A	N/A	0	0	3	0	0	0	2900	2900	2903	0	-1412	0	0	0
	5203	05	AUG	18:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5572	0	6343	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	-771	0	0	0
	5204	05	AUG	19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5323	0	5591	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	-268	0	0	0
	5205	05	AUG	20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5365	0	5163	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	202	0	0	0
	5206	05	AUG	21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5290	0	6043	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	-753	0	0	0
	5207	05	AUG	22:00	267150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5099	0	7037	0	0	0	N/A	0	N/A	N/A	0	0	534	0	0	0	2900	2900	3434	0	-1938	0	0	0
	5208	05	AUG	23:00	396800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5062	0	7284	0	0	0	N/A	0	N/A	N/A	0	0	794	0	0	0	2900	2900	3694	0	-2222	0	0	0
	5209	06	AUG	00:00	511050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4986	0	7009	0	0	0	N/A	0	N/A	N/A	0	0	1022	0	0	0	2900	2900	3922	0	-2023	0	0	0
	5210	06	AUG	01:00	441550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4774	0	6619	0	0	0	N/A	0	N/A	N/A	0	0	883	0	0	0	2900	2900	3783	0	-1845	0	0	0
	5211	06	AUG	02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4731	0	4979	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	-248	0	0	0
	5212	06	AUG	03:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4992	0	5497	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	-505	0	0	0
	5213	06	AUG	04:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5355	0	5653	0	0	0	N/A	0	N/A	N/A	0	0	0	0	0	0	2900	2900	2900	0	-298	0	0	0
