block,component,output,absolute_time_index,block_time_index,scenario_index,value,basis_status
1,gen1,p,73,73,2,3916.000000,Basic
1,gen1,p,74,74,2,3310.000000,Basic
1,gen1,p,75,75,2,3192.000000,Basic
1,gen1,p,76,76,2,3027.000000,Basic
1,gen1,p,77,77,2,2980.000000,Basic
1,gen1,p,78,78,2,2987.000000,Basic
1,gen1,p,79,79,2,3372.000000,Basic
1,gen1,p,80,80,2,3621.000000,Basic
1,gen1,p,81,81,2,3925.000000,Basic
1,gen1,p,82,82,2,4451.000000,Basic
1,gen1,p,83,83,2,4302.000000,Basic
1,gen1,p,84,84,2,4487.000000,Basic
1,gen1,p,85,85,2,4267.000000,Basic
1,gen1,p,86,86,2,3925.000000,Basic
1,gen1,p,87,87,2,3735.000000,Basic
1,gen1,p,88,88,2,3623.000000,Basic
1,gen1,p,89,89,2,3577.000000,Basic
1,gen1,p,90,90,2,4059.000000,Basic
1,gen1,p,91,91,2,4361.000000,Basic
1,gen1,p,92,92,2,4214.000000,Basic
1,gen1,p,93,93,2,4031.000000,Basic
1,gen1,p,94,94,2,3831.000000,Basic
1,gen1,p,95,95,2,4174.000000,Basic
1,gen1,p,96,96,2,4116.000000,Basic
1,gen1,p,97,97,2,3855.000000,Basic
1,gen1,p,98,98,2,3584.000000,Basic
1,gen1,p,99,99,2,3626.000000,Basic
1,gen1,p,100,100,2,3674.000000,Basic
1,gen1,p,101,101,2,3588.000000,Basic
1,gen1,p,102,102,2,3891.000000,Basic
1,gen1,p,103,103,2,4268.000000,Basic
1,gen1,p,104,104,2,4981.000000,Basic
1,gen1,p,105,105,2,5238.000000,Basic
1,gen1,p,106,106,2,5183.000000,Basic
1,gen1,p,107,107,2,5215.000000,Basic
1,gen1,p,108,108,2,5034.000000,Basic
1,gen1,p,109,109,2,4907.000000,Basic
1,gen1,p,110,110,2,4545.000000,Basic
1,gen1,p,111,111,2,4270.000000,Basic
1,gen1,p,112,112,2,3911.000000,Basic
1,gen1,p,113,113,2,4095.000000,Basic
1,gen1,p,114,114,2,4570.000000,Basic
1,gen1,p,115,115,2,4844.000000,Basic
1,gen1,p,116,116,2,4786.000000,Basic
1,gen1,p,117,117,2,4098.000000,Basic
1,gen1,p,118,118,2,3395.000000,Basic
1,gen1,p,119,119,2,3279.000000,Basic
1,gen1,p,120,120,2,3366.000000,Basic
1,gen1,p,121,121,2,3010.000000,Basic
1,gen1,p,122,122,2,2541.000000,Basic
